img x1 y1 x2 y2
4935 83 4 173 54
5512 150 81 324 225
11990 266 126 500 335
11997 71 35 231 155
12077 45 18 549 362
12161 0 0 349 249
12162 32 12 199 167
12164 0 20 200 165
12165 122 60 640 480
12167 8 94 295 354
12168 0 37 148 176
12169 0 12 182 177
12170 31 12 170 141
12171 438 226 791 570
12173 33 12 207 168
12174 0 8 255 188
12175 190 151 512 384
12176 7 0 400 253
12177 0 0 512 384
12178 195 18 400 178
12179 0 0 480 360
12181 171 115 512 384
12182 0 0 798 600
12183 0 0 512 384
12184 436 162 640 364
12185 0 13 450 277
12186 18 6 303 216
12187 19 0 298 174
12189 39 6 261 201
12190 0 9 285 300
12191 2 0 348 200
12192 70 10 533 430
12193 4 64 222 268
12194 52 38 419 333
12195 7 9 241 212
12196 254 77 451 338
12197 52 25 249 132
12198 52 54 540 476
12199 48 38 470 351
12200 16 14 490 368
12201 53 4 496 329
12202 0 14 220 220
12203 9 24 379 292
12204 10 0 179 165
12205 5 9 391 369
12206 28 2 444 293
12207 0 66 280 397
12208 0 3 496 331
12209 207 138 614 458
12210 16 19 382 298
12211 5 9 400 287
12212 5 5 424 251
12213 0 0 317 245
12214 0 1 321 273
12215 0 0 398 336
12216 0 0 300 225
12217 66 30 299 186
12218 0 73 449 337
12219 326 98 640 376
12220 45 31 333 224
12221 4 4 634 472
12222 1 12 240 294
12223 4 0 398 300
12224 21 13 214 169
12225 0 12 630 473
12226 36 9 197 152
12227 0 162 498 700
12228 0 0 446 338
12229 20 0 385 314
12230 1 9 400 300
12231 116 33 471 381
12232 30 13 663 511
12233 25 8 508 407
12234 0 0 437 315
12235 3 171 368 465
12236 18 8 598 400
12237 0 36 480 440
12238 27 49 264 260
12239 0 2 395 300
12240 0 0 650 432
12241 0 20 280 305
12242 15 5 400 300
12243 5 131 180 260
12244 0 0 320 245
12245 217 80 500 334
12246 28 0 722 563
12247 101 73 783 518
12248 29 10 399 288
12249 46 0 726 590
12250 0 0 450 338
12252 43 54 728 531
12253 0 6 570 326
12254 31 0 367 318
12255 0 32 300 450
12256 0 0 384 288
12257 0 0 300 225
12258 3 22 174 171
12259 0 22 353 277
12260 2 7 368 285
13771 434 49 632 192
14816 301 18 700 600
14830 272 136 552 376
14830 8 114 264 336
14830 228 0 466 124
14851 380 36 570 212
14854 92 21 210 132
14921 184 278 336 450
15815 0 97 232 342
16112 337 46 593 286
16191 426 216 636 414
16267 352 85 595 315
16271 350 150 596 371
16634 336 101 598 340
16675 327 145 598 406
16681 384 124 634 369
16683 357 152 633 396
16686 417 217 636 410
16694 372 97 637 350
16707 394 85 640 314
