img x1 y1 x2 y2
7638 15 0 400 300
7639 0 0 240 180
7640 47 65 488 275
7641 8 56 302 198
7642 24 12 220 145
7643 0 0 186 140
7644 0 0 227 191
7645 46 26 280 206
7646 0 0 240 180
7647 0 0 196 147
7648 0 27 204 211
7649 0 0 186 140
7650 0 26 341 416
7651 0 51 378 310
7652 0 45 191 183
7653 0 0 267 200
7654 0 0 280 185
7655 0 21 256 214
7656 16 0 173 140
7657 0 7 200 150
7658 0 0 295 197
7659 0 0 220 142
7660 14 1 170 134
7661 0 0 240 180
7662 0 0 186 140
7663 0 0 200 200
7664 0 0 199 200
7665 17 4 175 135
7666 9 4 173 135
7667 9 26 186 140
7668 4 0 172 137
7669 0 68 380 285
7670 0 0 490 333
7671 0 0 236 140
7672 11 12 325 240
7673 8 0 235 148
7674 0 49 200 200
7675 17 73 215 230
7676 0 36 240 300
7677 0 0 300 232
7678 0 13 300 288
7679 0 4 328 251
7680 24 0 307 218
7681 0 74 480 612
7682 0 16 260 184
7683 0 16 314 236
7684 42 4 320 240
7685 0 43 441 329
7686 6 8 630 463
7687 0 8 400 300
7688 0 0 210 158
7689 0 0 180 143
7690 5 17 266 233
7691 0 0 352 264
7692 0 0 667 470
7693 6 27 240 156
7694 0 0 320 240
7695 8 0 480 389
7696 28 0 247 210
7697 0 0 350 263
7698 8 20 308 240
7699 9 1 174 139
7700 0 46 180 157
7701 0 0 350 309
7702 0 0 190 141
7703 26 30 276 230
7704 7 50 230 184
7705 0 0 367 257
7706 0 0 200 150
7707 0 0 188 184
7708 14 2 199 150
7709 0 0 400 285
7710 0 0 800 600
7711 10 0 508 409
7712 0 0 384 288
7713 10 16 320 240
7714 50 0 550 263
7715 0 0 384 288
7716 0 0 320 240
7717 24 13 629 480
7718 21 28 320 251
7719 16 15 330 252
7720 32 0 600 422
7721 0 0 386 176
7722 100 44 569 480
7723 11 7 167 133
7724 0 0 512 384
7725 0 0 320 240
7726 0 0 300 225
7727 0 0 200 168
7728 6 3 169 126
7729 0 0 267 200
7730 28 0 300 157
7731 0 51 600 447
7732 0 0 650 176
7733 0 0 360 258
7734 0 0 240 180
7735 0 0 350 318
7736 0 0 800 600
7737 0 0 530 480
9067 29 36 461 514
10592 0 0 360 430
11343 87 54 396 345
11432 42 0 412 360
13957 44 22 518 452
14304 56 42 448 453
14641 20 4 590 454
14876 10 70 380 440
16007 93 5 526 355
16719 6 1 636 474
16724 4 0 634 477
16740 19 3 471 359
16741 1 0 450 337
16749 28 2 626 480
16760 29 4 596 476
16775 1 0 449 334
16797 33 82 616 454
