img x1 y1 x2 y2
4935 9 6 85 69
11184 327 190 420 289
11197 231 33 336 117
13233 217 6 288 68
13277 9 31 274 348
13278 37 35 632 399
13279 16 23 314 238
13280 8 11 489 356
13281 17 19 272 314
13282 12 19 289 278
13283 19 11 302 219
13284 31 14 273 180
13285 19 28 445 348
13286 33 21 377 196
13287 31 33 264 195
13288 7 33 288 232
13289 70 98 588 424
13290 4 1 214 168
13291 6 5 254 235
13292 25 32 438 312
13293 123 0 373 150
13294 3 167 484 492
13295 78 31 250 141
13296 38 18 306 218
13297 314 159 493 372
13298 96 60 534 406
13299 18 39 471 322
13300 24 1 385 281
13301 34 176 324 426
13302 32 60 567 417
13303 137 53 258 155
13304 8 57 335 220
13305 10 19 485 361
13306 23 77 350 428
13307 1 21 244 218
13308 28 0 459 330
13309 18 1 213 147
13310 8 72 234 264
13311 11 65 292 360
13312 0 84 454 645
13313 44 47 288 259
13314 0 48 236 300
13315 73 47 252 182
13316 30 31 126 106
13317 17 14 450 337
13318 36 53 244 181
13319 380 75 486 155
13320 85 56 441 296
13321 96 70 415 238
13322 20 13 367 283
13323 1 145 375 410
13324 0 44 800 530
13326 18 51 500 375
13327 78 178 244 363
13328 69 43 600 450
13329 136 182 297 375
13330 1 129 480 560
13331 59 65 189 158
13332 68 76 606 434
13333 88 31 283 155
13334 8 0 636 464
13335 32 60 561 412
13336 17 35 336 243
13337 1 37 236 390
13338 48 20 437 291
13339 0 69 280 315
13340 178 115 505 386
13341 24 42 393 272
13342 3 67 451 320
13344 37 22 480 329
13345 20 0 381 275
13346 16 14 317 211
13347 7 33 377 430
13348 0 15 400 300
13349 2 14 279 336
13350 69 11 418 296
13351 0 40 418 312
13352 0 174 340 528
13353 34 26 384 273
13354 0 6 364 441
13355 72 51 591 397
13357 0 133 580 424
13358 72 5 325 235
13359 158 133 713 573
13360 0 1 408 315
13361 126 53 675 513
13362 7 7 435 293
13363 7 11 261 316
13364 20 7 394 285
13365 99 77 349 216
13366 1 28 351 275
13367 6 16 765 566
13368 10 16 374 281
13369 12 16 632 456
13370 21 22 594 411
13371 25 50 430 302
13372 0 89 259 283
13373 18 34 258 199
13374 31 24 394 291
13375 0 6 652 561
13376 5 70 289 278
13377 85 8 512 346
13696 443 36 696 183
13704 266 147 444 282
13969 0 262 150 414
14899 416 225 630 360
14909 136 84 276 182
15113 412 24 548 148
15176 437 0 578 120
15363 26 188 201 356
15583 32 410 214 602
