img x1 y1 x2 y2
1 0 143 370 486
2 20 208 582 559
3 2 110 243 410
4 0 237 286 536
5 8 28 761 585
6 0 38 369 310
7 0 162 383 450
8 80 31 776 454
9 2 226 270 470
10 71 16 478 328
12 94 150 669 567
13 0 109 344 480
14 0 337 240 600
17 0 33 414 486
18 267 158 470 357
19 352 135 500 326
20 0 154 457 542
21 8 5 456 285
22 310 200 500 375
23 0 62 252 250
24 0 146 640 547
25 228 270 449 480
26 255 125 466 292
27 355 23 594 239
28 11 135 180 263
29 1 1 564 480
30 7 87 203 250
31 12 230 233 399
33 10 133 217 318
34 76 41 516 448
35 268 130 487 351
36 36 25 430 345
37 266 18 448 224
38 270 240 437 382
39 4 128 480 694
41 0 80 396 434
42 0 0 636 473
44 42 11 450 355
45 43 16 400 353
50 195 181 493 400
51 0 0 500 375
52 198 57 500 343
53 0 0 432 425
58 0 164 302 468
59 354 169 640 420
60 0 9 800 600
61 0 122 228 315
62 0 77 372 300
63 0 135 334 493
64 0 0 600 450
65 0 155 281 457
66 0 39 640 737
67 0 0 640 480
68 0 0 513 346
69 8 12 431 315
70 0 0 480 360
71 47 0 800 600
72 0 218 362 569
73 113 82 668 482
74 78 61 710 593
75 96 0 800 600
76 80 18 783 584
77 20 63 710 600
78 29 1 772 600
79 67 0 728 542
80 52 10 759 600
81 10 169 276 404
85 48 249 302 464
87 0 221 252 454
88 49 307 340 560
89 30 284 363 582
90 30 300 346 578
91 111 288 414 524
92 42 321 337 584
93 37 236 331 517
96 29 266 366 549
97 89 278 394 568
98 16 152 304 404
4004 26 90 99 154
4294 58 138 150 222
4300 112 98 261 222
4305 33 66 116 133
4316 2 150 150 298
4323 20 113 130 219
4331 7 162 162 319
4337 8 181 182 334
4520 13 61 82 93
4605 253 165 422 338
4930 0 140 168 438
4931 436 156 640 390
4934 0 87 75 173
4936 60 21 152 101
4938 0 168 125 308
4953 28 176 297 285
4955 1 109 73 192
4956 42 0 233 93
4958 245 155 500 361
4972 0 95 136 222
4985 417 78 498 258
4988 0 140 126 328
5013 0 128 132 364
5044 0 160 168 402
5073 0 187 206 375
5074 282 80 512 168
5075 163 135 500 372
5077 256 114 320 218
5087 253 50 500 251
5101 0 180 244 461
5106 0 58 60 205
5109 0 168 188 384
5115 0 168 192 342
5127 259 1 400 100
5142 175 0 354 91
5149 0 94 143 238
5158 61 227 375 494
5169 0 106 119 278
5170 0 1 108 74
5170 103 0 294 31
5180 0 122 101 286
5245 0 90 102 195
5512 20 102 153 225
6476 4 0 232 214
6910 0 78 125 212
6974 0 171 220 418
7037 312 183 453 292
7046 36 180 318 408
7054 0 255 488 540
7077 43 151 298 371
7145 0 75 188 293
7263 6 288 331 553
7293 0 22 180 268
7321 0 96 226 272
7337 400 133 500 322
9044 40 106 445 504
9056 17 121 465 501
9091 66 42 417 303
9094 88 24 436 321
9100 0 67 426 357
9102 72 10 445 294
9104 0 75 360 454
9106 0 102 360 429
9112 48 25 438 288
9117 69 24 426 328
9135 30 81 315 375
9209 0 69 360 396
9218 33 36 415 328
9222 21 102 249 351
9308 49 22 405 313
9320 51 42 426 334
9335 63 43 399 345
9340 13 18 387 360
9341 28 18 441 334
9352 72 9 396 333
9366 31 0 421 316
10572 0 49 360 420
10586 19 69 355 372
10617 0 4 91 246
10618 31 0 433 354
10621 16 0 478 360
10628 3 0 480 357
10630 45 12 477 336
10633 0 6 358 480
10634 0 0 357 435
10640 30 0 462 333
10645 0 0 478 360
10666 9 60 355 379
10740 1 48 357 424
10753 1 60 267 375
10910 0 0 79 151
10993 24 0 468 346
11020 48 18 418 319
11039 18 0 444 345
11059 39 37 441 342
11063 69 12 462 355
11064 0 130 228 331
11094 24 0 429 360
11098 52 39 393 333
11108 0 4 480 321
11119 0 0 420 360
11134 0 15 360 415
11136 24 15 441 348
11138 55 12 420 325
11156 13 28 153 132
11159 60 15 427 312
11161 15 31 151 136
11165 94 51 388 316
11167 288 45 441 174
11180 0 172 165 324
11184 32 178 164 310
11186 93 9 388 321
11194 49 0 391 322
11197 256 187 400 330
11200 9 192 169 340
11201 40 0 421 307
11292 64 0 286 229
11317 0 183 150 330
11326 322 16 453 132
11331 15 70 475 339
11337 0 199 130 343
11352 1 168 181 360
11440 63 3 372 270
11459 18 126 210 304
11568 3 178 151 327
11573 33 156 181 294
11575 36 151 219 327
11576 252 19 439 183
11577 42 34 175 171
11590 15 45 162 174
11593 268 181 465 360
11597 328 39 459 159
11608 280 129 480 325
11649 0 189 127 324
11650 0 157 147 306
11686 59 154 298 423
11689 0 236 348 591
11694 15 215 390 571
11732 305 170 491 341
11737 1 144 122 238
11774 0 219 197 375
11862 15 176 431 588
11956 51 31 372 147
11962 0 79 99 212
11990 0 142 244 351
11997 267 139 465 310
12079 0 225 295 578
12081 0 225 333 500
12082 36 283 370 596
12084 0 248 296 583
12086 45 316 306 501
12095 40 164 218 333
12098 590 0 793 108
12108 194 0 249 112
12169 176 45 256 174
12171 16 243 370 591
12184 0 154 188 400
12209 0 39 132 271
12245 0 106 212 323
12923 5 70 273 321
13164 0 0 99 112
13182 0 104 116 218
13233 1 136 110 240
13236 2 102 114 200
13262 26 4 318 272
13264 59 126 240 239
13273 281 144 326 175
13276 608 264 640 396
13295 3 146 228 360
13297 0 140 290 375
13325 276 25 445 187
13327 244 165 451 375
13329 305 156 493 375
13331 368 131 500 273
13333 45 144 286 350
13379 0 126 164 263
13389 0 180 364 472
13406 4 15 263 207
13414 0 126 155 290
13468 0 158 205 376
13639 24 189 269 436
13645 49 286 777 526
13646 0 256 511 404
13671 28 232 308 442
13676 113 0 708 515
13690 0 273 273 510
13693 66 96 378 375
13695 43 325 243 530
13696 96 238 720 411
13701 0 142 192 303
13702 12 167 206 339
13704 14 55 212 235
13705 4 176 198 353
13708 30 220 252 422
13723 114 209 356 384
13724 12 55 220 189
13731 0 128 122 347
13732 26 17 236 100
13733 338 198 546 362
13734 104 206 286 360
13735 376 188 640 450
13736 444 6 630 144
13739 76 238 372 480
13740 0 36 206 276
13745 410 124 640 318
13746 0 176 156 315
13747 0 144 308 384
13748 4 188 172 384
13749 120 152 352 333
13752 14 164 92 320
13754 10 166 220 360
13755 4 174 168 360
13757 0 240 164 444
13763 16 228 272 468
13764 22 52 216 220
13774 4 4 196 168
13775 0 169 210 360
13776 0 110 190 289
13779 14 168 224 358
13780 264 5 444 117
13781 0 108 238 352
13782 74 149 268 320
13787 0 155 183 305
13806 110 190 240 320
13815 275 303 511 545
13819 68 276 325 530
13822 458 170 661 376
13827 521 298 768 563
13838 300 25 521 240
13840 500 23 748 275
13847 15 162 268 370
13857 30 72 142 160
13859 0 232 280 480
13867 4 128 86 216
13882 50 323 341 576
13887 300 0 580 242
13888 0 80 106 220
13893 218 80 320 184
13898 14 164 96 240
13903 0 130 96 234
13933 0 182 344 480
