img x1 y1 x2 y2
8438 5 45 250 236
8439 48 5 255 160
8440 0 0 264 237
8441 40 0 214 171
8442 128 4 441 320
8443 127 168 588 686
8444 166 184 800 600
8445 9 13 200 200
8446 22 17 258 158
8447 48 113 395 451
8448 121 0 365 162
8449 0 0 345 216
8450 18 70 392 290
8451 4 0 278 240
8452 0 0 270 240
8453 45 20 241 213
8454 96 0 480 353
8455 57 0 200 99
8456 48 0 248 240
8457 48 33 385 320
8458 13 0 153 122
8459 123 154 557 700
8460 42 12 273 180
8461 19 9 163 114
8462 24 11 175 118
8463 98 0 481 270
8464 199 72 800 420
8465 23 13 168 129
8466 0 0 578 553
8467 95 33 457 281
8468 37 10 159 140
8469 42 90 470 305
8470 8 19 200 120
8471 24 0 165 135
8472 0 20 165 111
8473 38 11 175 105
8474 38 6 272 230
8475 22 56 240 260
8476 10 0 204 153
8477 0 40 501 376
8478 9 1 288 268
8479 0 22 263 328
8480 23 9 197 129
8481 23 71 210 212
8482 7 4 170 165
8483 31 0 280 210
8484 82 0 420 246
8485 33 0 245 210
8486 0 0 200 150
8487 31 12 254 210
8488 0 0 253 210
8489 16 0 276 240
8490 0 0 306 189
8491 0 0 180 94
8492 32 3 162 97
8493 74 0 234 240
8494 29 0 129 120
8495 0 35 726 446
8496 18 27 222 213
8497 49 129 443 658
8498 119 0 351 263
8499 16 0 416 384
8500 6 0 320 230
8501 21 3 240 203
8502 0 0 320 240
8503 10 0 320 240
8504 25 4 316 225
8505 15 0 193 131
8506 23 52 330 234
8507 0 0 320 240
8508 0 0 320 204
8509 10 14 316 226
8510 0 0 450 300
8511 0 0 640 404
8512 30 24 281 281
8513 16 22 284 228
8514 165 6 505 346
8515 20 0 660 357
8516 116 156 568 700
8517 0 30 200 150
8518 58 22 292 200
8519 21 0 519 419
8520 26 73 422 274
8521 0 36 240 256
8522 0 0 330 248
8523 0 16 240 304
8524 81 228 480 417
8525 0 0 640 468
8526 15 0 600 338
8527 0 0 384 255
8528 15 0 600 338
8529 58 0 166 120
8530 29 0 295 230
8531 0 20 235 176
8532 75 25 211 211
8533 408 0 800 600
8534 0 0 240 240
8535 26 33 541 365
8536 35 21 290 200
8537 0 61 350 265
11365 97 76 456 328
12882 275 102 431 256
15179 192 131 332 240
16750 0 1 618 477
16755 36 91 466 310
16759 72 5 459 271
16767 86 29 399 288
16778 10 9 370 296
16784 54 57 352 268
16793 7 1 488 298
