img x1 y1 x2 y2
14 264 314 516 557
15 256 131 454 316
22 3 273 177 316
25 364 194 569 313
28 337 145 475 233
30 275 10 443 121
31 233 185 380 277
33 315 50 425 146
38 21 222 169 301
58 357 225 600 456
61 263 101 425 221
62 198 2 450 97
72 498 236 798 483
82 369 232 628 460
84 356 185 640 444
87 328 204 600 468
89 386 263 778 593
91 463 260 780 513
99 310 174 626 448
413 157 7 209 110
439 156 67 210 124
453 64 0 192 41
455 118 0 240 71
477 32 0 111 42
479 0 0 89 28
486 276 22 397 106
490 188 75 318 240
494 0 3 78 73
901 198 43 298 121
903 144 0 213 29
910 204 27 238 96
912 190 39 280 139
913 0 63 181 212
920 42 12 118 56
921 138 55 210 118
925 147 28 210 85
942 153 7 219 52
951 0 0 60 47
953 155 53 210 156
955 8 100 212 240
956 0 1 61 69
957 156 0 282 37
965 140 28 207 79
975 0 110 60 239
979 290 0 400 127
990 678 0 800 128
993 235 26 396 114
994 0 50 91 138
995 283 43 457 158
3493 0 0 180 135
3494 12 27 174 194
3495 130 27 546 405
3496 62 106 527 380
3497 39 9 477 339
3498 18 5 186 132
3499 13 10 174 143
3500 0 0 223 165
3501 18 4 183 132
3502 0 0 230 165
3503 4 0 230 165
3504 0 0 230 165
3505 0 0 230 165
3506 2 0 226 165
3507 0 0 350 289
3508 5 0 351 296
3509 0 0 230 165
3510 0 0 380 285
3511 0 2 250 169
3512 19 0 182 137
3513 0 0 230 165
3514 7 2 230 165
3515 0 2 230 165
3516 23 0 201 156
3517 0 0 240 181
3518 0 0 450 340
3519 0 0 300 226
3520 3 3 348 275
3521 0 0 224 150
3522 19 0 245 168
3523 0 0 420 315
3524 6 1 230 165
3525 0 0 250 174
3526 0 0 230 165
3527 22 12 200 230
3528 0 0 350 289
3529 6 20 284 278
3530 0 31 220 220
3531 50 10 220 151
3532 0 23 220 220
3533 48 0 220 220
3534 30 0 150 110
3535 0 0 400 325
3536 31 12 271 202
3537 6 0 155 120
3538 0 0 400 300
3539 9 2 203 168
3540 22 33 235 225
3541 22 66 194 192
3542 1 0 496 496
3543 35 14 303 247
3544 12 0 609 250
3545 0 24 220 214
3546 33 36 344 288
3547 38 23 297 283
3548 0 0 632 480
3549 0 32 232 265
3550 0 0 215 173
3551 4 2 266 200
3552 2 2 174 165
3553 0 0 196 147
3554 0 0 640 480
3555 28 23 312 254
3556 44 6 318 226
3557 30 24 322 284
3558 36 30 302 252
3559 16 13 329 296
3560 7 27 345 308
3561 14 10 150 132
3562 19 11 322 283
3563 0 0 350 296
3564 13 0 196 147
3565 0 0 344 293
3566 31 11 317 269
3567 0 0 640 480
3568 0 0 230 165
3569 5 23 211 214
3570 24 2 279 233
3571 78 23 450 359
3572 20 18 143 118
3573 13 3 173 147
3574 64 0 636 345
3575 0 28 230 199
3576 16 8 314 263
3577 43 43 472 375
3578 22 0 320 230
3579 0 6 292 222
3580 24 0 320 234
3581 0 0 240 284
3582 50 4 298 218
3583 58 62 262 363
3584 57 63 262 364
3585 0 17 450 536
3586 0 0 200 200
3587 33 0 330 248
3588 0 0 200 200
3589 0 0 240 320
3590 0 0 306 236
3591 32 0 320 240
3592 6 0 250 204
4004 109 88 194 173
4300 2 109 107 232
4331 276 147 423 290
4337 207 181 386 335
4606 0 124 181 284
4609 172 0 386 75
4930 410 0 624 130
4933 211 73 333 175
4934 231 92 313 189
4936 165 0 301 97
4938 193 177 297 305
4953 0 98 86 231
4955 99 153 180 231
4958 0 239 242 363
4971 212 108 389 284
4973 461 57 637 376
4988 40 12 216 168
5008 259 46 350 108
5014 329 113 450 248
5021 222 152 411 256
5161 352 248 640 478
5161 154 0 324 48
5207 34 26 165 115
5237 0 0 199 145
5491 243 69 391 172
5518 23 0 154 76
6910 348 135 500 283
6974 209 171 496 428
6977 245 58 395 235
7037 0 156 147 295
7046 348 158 600 394
7054 535 246 800 511
7077 375 151 559 311
7145 82 0 287 114
9042 22 153 464 524
9045 76 156 438 462
9055 0 32 480 617
9073 10 117 360 384
