img x1 y1 x2 y2
4193 0 0 256 192
4194 0 61 250 223
4195 0 38 320 208
4196 12 2 257 194
4197 0 18 240 165
4198 17 20 164 159
4199 58 22 389 260
4200 6 6 182 131
4201 30 8 274 234
4202 0 0 505 338
4203 3 34 256 238
4204 0 40 238 240
4205 0 0 220 129
4206 0 14 196 126
4207 0 18 250 151
4208 0 30 250 210
4209 0 0 230 224
4210 12 0 220 136
4211 0 15 230 172
4212 162 3 450 287
4213 0 30 250 151
4214 10 57 221 226
4215 0 0 640 480
4216 0 0 220 150
4217 4 3 199 134
4218 0 63 180 180
4219 0 41 620 424
4220 0 84 640 480
4221 16 36 176 146
4222 0 0 321 283
4223 6 36 214 218
4224 0 0 200 160
4225 0 0 600 600
4226 3 6 356 246
4227 1 23 219 151
4228 31 45 218 150
4229 20 25 225 145
4230 27 40 215 146
4231 40 35 227 147
4232 0 45 340 308
4233 0 0 600 400
4234 0 0 320 240
4235 0 26 250 236
4236 0 0 350 262
4237 0 0 620 424
4238 3 35 218 200
4239 0 8 286 235
4240 0 42 300 255
4241 0 19 298 220
4242 24 0 600 450
4243 0 0 450 300
4244 0 0 389 260
4245 0 0 740 547
4246 0 0 500 375
4247 0 0 400 300
4248 0 77 779 520
4249 0 0 225 156
4250 6 5 346 256
4251 70 71 352 264
4252 0 0 290 190
4253 0 0 800 600
4254 0 43 600 561
4255 22 7 340 248
4256 0 0 285 225
4257 0 0 480 306
4258 0 56 240 296
4259 0 0 608 478
4260 0 0 280 280
4261 42 14 313 222
4262 20 26 343 266
4263 0 0 320 240
4264 0 25 290 234
4265 0 0 300 300
4266 0 111 329 385
4267 0 5 230 201
4268 8 51 242 179
4269 0 0 180 180
4270 0 0 456 342
4271 14 16 286 208
4273 0 0 180 180
4274 39 20 201 134
4275 0 4 302 161
4276 10 0 400 300
4277 0 0 600 450
4278 6 0 200 118
4280 6 10 208 160
4281 0 58 350 263
4282 0 7 240 136
4283 0 0 400 301
4284 0 0 320 240
4285 0 20 360 243
4286 0 16 384 250
4287 0 56 640 480
4288 0 0 300 223
4289 19 5 211 113
4290 18 8 205 116
4291 0 30 310 194
4292 0 0 240 320
13759 4 73 392 381
15410 266 213 468 408
15749 76 98 347 362
16305 98 102 542 385
16360 48 1 585 447
16701 10 46 390 352
16733 4 3 634 421
16753 1 1 476 355
