img x1 y1 x2 y2
1400 0 0 200 217
1401 189 152 440 338
1402 0 0 800 600
1403 0 70 800 574
1404 9 0 567 384
1405 76 33 519 408
1406 87 0 441 282
1407 0 18 640 356
1408 0 54 500 333
1409 0 28 640 430
1410 0 0 358 338
1411 28 0 552 480
1412 0 0 800 600
1413 0 0 640 480
1414 57 0 315 420
1415 25 0 592 480
1416 113 8 702 470
1417 24 0 590 393
1418 57 0 602 480
1419 36 0 480 360
1420 37 0 424 299
1421 34 183 587 477
1422 0 0 433 292
1423 39 0 361 289
1424 39 40 348 289
1425 101 5 540 390
1426 0 0 632 438
1427 83 0 427 255
1428 0 0 640 480
1429 233 260 480 532
1430 50 79 450 337
1431 0 0 465 311
1432 8 18 320 240
1433 158 34 560 385
1434 42 78 632 430
1435 0 0 340 228
1436 30 0 616 480
1437 60 0 572 444
1438 0 4 480 640
1439 81 56 569 460
1440 76 12 557 425
1441 0 0 500 375
1442 0 0 712 555
1443 56 76 597 466
1444 44 0 274 238
1445 91 0 354 300
1446 32 15 466 320
1447 0 0 640 444
1448 20 42 620 370
1449 0 0 424 332
1450 26 161 283 399
1451 15 9 207 199
1452 0 0 375 500
1453 2 30 310 212
1454 4 38 640 396
1455 9 8 358 260
1456 56 28 568 456
1457 0 0 400 300
1458 0 0 300 400
1459 0 32 240 218
1460 0 13 285 190
1461 66 44 504 361
1462 67 0 538 447
1463 49 97 231 257
1464 72 32 398 307
1465 21 31 356 463
1466 0 0 480 360
1467 23 13 442 360
1468 0 0 316 240
1469 0 0 230 301
1470 0 24 427 218
1471 0 0 454 319
1472 0 0 320 220
1473 0 0 640 418
1474 0 0 400 300
1475 28 15 213 163
1476 6 12 142 129
1477 32 42 304 180
1478 0 0 400 300
1479 0 4 400 300
1480 21 18 567 406
1481 65 0 440 375
1482 0 6 298 302
1483 49 16 319 430
1484 0 30 400 291
1485 102 196 251 362
1486 0 0 360 270
1487 42 15 296 204
1488 0 0 410 303
1489 0 44 219 281
1490 20 28 226 274
1491 27 35 362 231
1492 0 41 300 328
1493 39 46 373 226
1494 24 0 320 240
1495 0 10 214 296
1496 21 0 294 222
1497 47 36 299 231
9288 39 57 426 294
9289 34 57 424 295
9304 75 37 370 322
