img x1 y1 x2 y2
2092 4 15 172 127
2093 141 33 279 156
2094 0 18 161 189
2095 86 19 220 145
2096 147 36 279 150
2097 55 0 255 191
2098 10 17 187 148
2099 2 1 181 135
2100 0 6 210 158
2101 88 38 306 226
2102 10 0 135 94
2103 43 6 180 126
2104 47 8 215 150
2105 0 21 480 360
2106 59 24 173 106
2107 0 3 130 140
2108 0 30 219 225
2109 40 7 169 122
2110 0 9 180 134
2111 0 0 201 150
2112 0 0 318 265
2113 227 226 581 444
2114 95 0 257 158
2115 12 28 145 140
2116 45 18 175 112
2117 34 5 171 128
2118 118 129 426 375
2119 16 0 320 240
2120 0 31 248 202
2121 0 22 320 244
2122 0 43 297 294
2123 35 115 513 397
2124 20 0 146 105
2125 0 46 299 290
2126 17 29 413 340
2127 56 57 509 388
2128 0 1 157 108
2129 6 0 256 164
2130 58 22 341 221
2131 59 6 160 113
2132 134 12 746 358
2133 9 50 238 183
2134 0 27 450 450
2135 74 14 190 114
2136 126 15 240 120
2137 27 12 274 108
2138 39 12 180 135
2139 285 9 545 178
2140 161 0 520 274
2141 18 12 106 67
2142 63 17 210 110
2143 54 23 180 135
2144 106 21 261 151
2145 0 0 170 127
2146 61 7 175 123
2147 111 29 400 300
2148 36 0 175 140
2149 108 0 580 297
2150 14 5 99 78
2151 15 7 250 160
2152 0 33 169 140
2153 43 92 248 237
2154 0 0 400 300
2155 6 2 188 136
2156 8 0 180 99
2157 19 20 229 201
2158 1 14 133 124
2159 0 6 222 207
2160 52 10 160 120
2161 69 3 300 118
2162 68 0 258 148
2163 6 40 141 150
2164 15 63 210 144
2165 60 37 235 157
2166 11 10 177 142
2167 0 27 97 101
2168 138 54 320 240
2169 62 22 288 174
2170 85 30 200 101
2171 49 2 149 94
2172 44 14 176 132
2173 18 13 180 135
2174 54 13 321 205
2175 13 0 395 300
2176 59 0 172 104
2177 98 18 320 218
2178 96 24 320 208
2179 48 4 170 127
2180 51 25 170 128
2181 12 112 216 240
2182 69 32 193 137
2183 80 41 200 124
2184 15 29 142 113
2185 11 18 249 203
2186 153 25 400 285
2187 70 5 294 227
2188 15 60 791 566
2189 5 15 156 132
2190 0 0 169 127
2191 0 0 170 128
9065 34 122 453 474
9086 22 42 342 381
9087 75 31 405 327
9088 0 18 340 450
9099 21 84 255 373
9150 48 87 231 313
9153 150 175 366 327
9155 9 96 336 396
9156 13 75 310 378
9159 18 70 342 366
9162 12 87 360 387
9163 0 67 322 390
9164 1 69 346 396
9170 0 81 267 394
9171 0 103 360 423
9187 45 135 232 336
9189 87 57 322 294
9190 33 100 318 361
9191 69 72 417 318
9223 9 75 255 372
9241 54 93 330 381
9279 48 1 256 319
10590 0 84 360 415
10613 18 0 459 360
10614 0 0 360 442
10615 0 0 360 480
10686 0 54 358 422
10687 0 57 342 405
10690 0 39 358 394
10692 0 50 360 422
10694 0 39 354 414
10695 0 39 360 420
10701 0 52 267 414
10702 0 60 355 465
10723 0 10 480 360
10755 0 49 263 410
10874 0 6 358 420
10906 0 103 288 447
10947 0 0 355 480
11023 0 43 288 423
11236 0 13 316 474
12112 217 0 380 291
12116 102 59 239 180
12181 0 0 400 237
14210 120 26 320 148
14219 96 34 277 150
14345 0 16 638 486
14401 160 97 521 443
14410 203 17 771 450
14412 65 180 421 450
14594 36 8 188 120
14786 150 76 632 362
14846 172 152 340 290
15089 231 28 501 249
15324 0 159 261 422
15367 0 275 308 555
15488 0 8 474 480
15597 0 91 372 450
15598 46 55 492 445
15830 256 41 588 251
15867 250 57 600 340
15899 238 47 480 291
16217 268 107 596 447
