img x1 y1 x2 y2
1592 0 0 180 148
1593 40 40 193 220
1594 0 0 500 393
1595 60 15 226 205
1596 153 98 429 374
1597 41 0 301 285
1598 0 34 240 286
1599 44 32 192 287
1600 0 57 500 619
1601 60 113 355 366
1602 80 309 347 507
1603 30 0 284 240
1604 15 4 59 52
1605 30 2 104 68
1606 42 0 317 233
1607 0 0 166 124
1608 45 180 436 567
1609 105 18 320 227
1610 37 0 200 185
1611 23 0 165 124
1612 42 11 311 206
1613 51 28 153 126
1614 94 256 414 640
1615 28 16 258 213
1616 62 18 282 206
1617 123 83 201 149
1618 21 0 172 158
1619 48 0 256 240
1620 53 11 319 200
1621 220 65 432 365
1622 48 0 244 128
1623 16 4 266 208
1624 32 5 242 200
1625 56 0 272 213
1626 198 70 573 426
1627 0 34 254 290
1628 29 13 295 199
1629 27 0 459 339
1630 33 9 268 199
1631 169 50 536 441
1632 153 10 466 428
1633 18 54 220 250
1634 58 70 204 202
1635 126 52 320 190
1636 42 15 171 134
1637 18 346 465 640
1638 31 13 299 202
1639 23 3 297 205
1640 34 0 298 199
1641 14 56 226 252
1642 128 48 541 460
1643 93 0 319 213
1644 36 314 457 640
1645 8 6 320 213
1646 6 48 180 240
1647 60 192 357 500
1648 72 21 421 330
1649 23 0 371 259
1650 91 0 319 213
1651 0 10 234 240
1652 0 0 272 181
1653 0 11 241 191
1654 0 133 380 585
1655 38 176 390 593
1656 0 233 390 640
1657 0 209 480 640
1658 88 296 480 628
1659 81 313 446 640
1660 26 148 436 590
1661 0 0 180 121
1662 0 322 338 640
1663 8 10 192 216
1663 210 0 280 74
1664 168 25 532 453
1665 73 305 381 640
1666 36 0 320 196
1667 0 0 274 213
1668 0 0 270 360
1669 0 152 480 640
1670 48 0 280 230
1671 0 0 426 319
1672 24 11 288 213
1673 19 0 296 204
1674 16 0 285 201
1675 26 0 280 192
1676 14 0 286 213
1677 52 0 310 213
1678 0 40 262 213
1679 116 248 466 612
1680 40 141 480 640
1681 0 24 240 266
1682 14 7 212 213
1683 38 0 188 164
1684 0 172 480 640
1685 148 246 480 616
1686 18 10 182 137
1687 8 0 91 78
1688 59 20 339 279
1689 24 11 259 261
1690 0 0 333 262
1691 141 10 313 312
9068 9 51 360 363
9069 0 36 360 390
9070 6 75 339 361
9071 30 48 315 324
9072 22 4 297 334
9127 27 100 315 442
9129 1 70 325 429
9131 0 40 330 427
9139 43 121 282 327
9143 54 48 393 261
9160 31 94 315 369
9172 0 73 331 351
9232 66 135 414 369
9263 9 96 232 400
9294 51 57 381 327
9295 48 31 367 291
9303 69 72 385 313
9317 57 36 393 291
9318 24 36 378 291
9330 93 51 345 294
9331 75 27 378 273
9357 85 34 360 270
10593 0 49 360 436
10657 15 105 354 463
10919 30 12 349 370
10950 0 22 304 360
11049 84 30 375 280
11050 12 45 354 298
11054 87 28 363 277
11055 9 43 355 301
11082 108 60 345 298
11083 90 36 375 277
11089 106 0 417 312
11090 70 33 384 270
11091 78 66 372 303
11117 70 69 372 309
11118 63 30 366 288
11179 99 27 354 261
11249 45 22 322 295
11260 108 27 399 306
11427 49 42 312 291
11443 96 6 327 262
11561 66 51 430 294
11687 111 66 601 461
13760 104 196 336 398
13761 25 381 352 612
13766 54 244 400 470
13783 64 194 288 345
13785 461 36 721 290
14054 96 48 383 263
14054 25 310 295 566
14059 431 348 721 600
14059 505 73 733 345
14073 160 95 630 526
14275 268 198 488 400
14277 110 116 600 444
14314 38 357 412 697
14331 2 188 480 540
14381 27 86 352 604
14385 20 200 400 595
14466 386 111 703 406
14499 266 138 480 378
14575 264 131 476 371
14753 96 0 768 570
14757 83 16 706 463
14771 120 0 640 436
14897 340 202 552 400
14977 208 85 437 282
14978 165 86 457 385
14980 76 64 470 464
14981 128 92 416 360
14982 84 32 498 462
14984 126 12 506 396
14986 176 82 504 396
15021 45 140 238 350
15045 133 26 475 311
15120 34 12 600 450
15137 0 0 593 363
15139 77 173 232 322
15139 277 190 432 337
15143 67 34 502 435
15206 116 14 457 308
15260 246 51 549 322
15283 279 0 471 161
15306 1 20 600 392
15331 324 66 597 284
15332 292 9 600 273
15333 54 0 405 278
15345 334 93 578 238
15350 342 91 562 290
15378 28 95 324 328
15379 424 50 628 239
15394 188 90 533 403
15405 124 18 524 293
15406 78 24 550 335
15463 100 20 480 380
15482 418 174 600 369
15513 423 187 592 358
15522 0 282 351 604
15522 53 72 298 179
15532 66 17 521 405
15533 97 153 311 334
15561 12 0 330 266
15582 10 3 566 383
15590 0 224 357 483
15594 178 225 327 354
15606 0 170 359 485
15624 217 34 418 204
15624 408 73 596 225
15681 186 65 545 428
15684 152 9 505 335
15696 8 156 357 458
15703 325 26 567 214
15714 18 168 373 462
15716 63 56 616 550
15743 48 44 315 303
15783 128 35 538 410
15827 55 57 507 381
15903 110 0 498 292
15920 101 26 520 362
15934 114 0 550 329
15935 125 0 504 308
15944 85 130 253 256
15944 323 134 510 310
15958 342 132 596 310
15958 0 123 222 298
15962 60 56 537 446
15991 75 0 543 401
16021 85 160 272 360
16022 94 24 425 450
16023 76 14 396 458
16024 128 2 421 478
16025 39 115 448 416
16043 51 205 336 423
16099 0 122 291 370
16099 310 110 590 362
16111 283 157 530 360
16468 194 37 601 330
16486 40 106 357 314
16616 35 190 252 387
16684 124 225 326 404
