img x1 y1 x2 y2
5689 44 77 255 291
5690 52 42 550 378
5691 17 24 382 267
5692 53 38 435 333
5693 45 76 406 282
5694 72 26 309 252
5695 88 72 560 436
5696 74 40 382 271
5697 226 96 460 236
5698 70 217 274 370
5699 60 112 469 473
5700 0 146 229 291
5701 183 12 723 554
5702 133 2 552 420
5703 29 73 265 282
5704 29 73 269 266
5705 12 15 366 257
5706 61 128 530 409
5707 38 65 535 396
5708 18 101 267 284
5709 10 132 231 302
5710 32 40 269 289
5711 207 129 667 463
5712 57 95 451 311
5713 103 110 292 210
5714 10 18 378 279
5715 210 53 640 346
5716 33 29 357 241
5717 22 96 249 292
5718 22 93 254 368
5719 80 68 316 247
5720 89 103 298 221
5721 22 76 562 436
5722 55 73 336 234
5723 46 51 433 273
5724 39 45 332 252
5725 15 172 303 399
5726 0 135 411 381
5727 41 14 320 258
5728 27 51 387 300
5729 52 11 345 273
5730 5 27 339 241
5731 75 24 263 200
5732 87 54 279 182
5733 90 62 496 354
5734 5 0 415 311
5735 28 69 406 228
5736 32 50 349 229
5737 48 36 535 343
5738 46 27 333 219
5739 2 43 262 347
5740 56 8 636 569
5741 94 146 318 290
5742 318 80 759 531
5743 79 42 350 263
5744 28 57 320 284
5745 5 282 343 537
5746 68 56 359 255
5747 104 76 504 405
5748 21 36 389 263
5749 43 153 378 432
5750 0 0 400 300
5751 9 6 433 323
5752 176 12 372 117
5753 121 129 375 295
5754 36 20 379 294
5755 23 25 290 233
5756 60 86 552 385
5757 22 30 333 250
5758 0 43 343 256
5759 0 54 329 378
5760 140 81 352 280
5761 40 55 371 253
5762 106 50 383 263
5763 41 32 344 258
5764 71 98 291 273
5765 24 126 239 324
5766 6 74 360 473
5767 4 53 272 301
5768 53 38 363 265
5769 140 51 689 527
5770 17 58 272 336
5771 75 107 375 263
5772 11 8 383 252
5773 24 18 327 330
5774 28 16 372 276
5775 66 60 367 232
5776 73 55 405 342
5777 40 40 600 424
5778 49 3 360 303
5779 12 57 336 305
5780 5 11 408 292
5781 21 36 378 274
5782 60 102 393 306
5783 40 72 369 233
5784 12 76 400 526
5785 22 0 392 317
5786 14 75 225 256
5787 47 87 310 263
5788 85 79 279 210
15335 276 108 436 246
15789 106 96 237 191
