img x1 y1 x2 y2
8038 0 0 334 250
8039 0 7 445 344
8040 21 45 424 414
8041 33 3 264 216
8042 0 0 350 245
8043 29 7 257 184
8044 15 0 263 184
8045 33 0 250 184
8046 39 28 202 184
8047 14 8 256 184
8048 0 25 540 404
8049 62 0 233 165
8050 0 5 800 677
8051 21 13 219 160
8052 13 0 238 180
8053 0 3 491 326
8054 25 0 213 160
8055 0 16 250 215
8056 0 11 250 236
8057 8 17 326 332
8058 24 0 93 80
8059 0 0 200 133
8060 0 4 256 204
8061 18 0 241 187
8062 8 0 200 150
8063 68 14 393 302
8064 0 9 180 180
8065 0 1 240 188
8066 0 0 178 150
8067 0 0 180 206
8068 1 0 180 150
8069 0 0 320 240
8070 17 0 205 164
8071 0 0 144 136
8072 0 45 189 219
8073 0 0 181 147
8074 40 41 528 391
8075 0 0 164 123
8076 27 17 241 201
8077 0 1 567 394
8078 6 20 149 142
8079 21 21 187 148
8080 7 0 241 196
8081 16 0 714 601
8082 0 0 221 188
8083 3 0 667 562
8084 0 0 352 264
8085 51 45 408 273
8086 43 0 250 188
8087 4 18 297 277
8088 32 21 307 250
8089 0 0 190 120
8090 14 0 175 155
8091 12 0 173 158
8092 12 9 176 135
8093 0 0 180 151
8094 0 0 200 150
8095 0 0 200 150
8096 0 0 600 450
8097 0 0 300 300
8098 117 83 521 397
8099 0 0 300 269
8100 26 3 169 128
8101 0 15 380 430
8102 0 0 410 260
8103 24 24 300 238
8104 0 36 240 272
8105 19 0 245 184
8106 2 32 171 182
8107 20 0 193 128
8108 2 0 177 135
8109 0 0 200 150
8110 14 2 203 164
8111 21 0 375 240
8112 69 0 460 355
8113 0 14 312 315
8114 0 0 320 240
8115 88 44 640 456
8116 0 0 520 390
8117 24 0 312 240
8118 7 0 153 120
8119 42 0 564 400
8120 0 0 320 240
8121 98 109 527 420
8122 0 24 286 310
8123 0 0 448 338
8124 0 27 313 249
8125 0 0 800 789
8126 0 0 320 240
8127 0 0 320 240
8128 0 0 640 480
8129 8 14 320 240
8130 30 0 296 240
8131 7 0 387 323
8132 0 0 800 722
8133 346 50 622 329
8134 0 0 172 140
8135 144 77 640 480
8136 0 6 318 238
8137 0 0 640 480
9149 40 156 315 349
9196 87 12 474 334
9301 72 21 427 339
9368 81 39 465 325
10680 5 101 357 385
11093 54 0 436 348
11203 63 10 480 340
11413 0 9 480 480
11580 223 147 432 339
11651 60 0 399 336
11673 0 14 360 403
11695 23 19 401 411
11698 104 41 719 600
13243 20 206 278 448
13462 43 50 125 115
13868 62 0 203 125
13872 142 42 318 209
13983 25 6 162 131
14050 50 43 408 366
14513 143 128 570 471
14630 148 155 551 473
14687 31 27 593 417
14731 45 30 291 234
14759 396 30 686 280
14762 0 81 343 352
14784 203 51 626 387
14794 30 0 610 480
14795 64 0 582 462
14883 252 0 584 252
14884 296 24 576 332
15151 263 0 583 300
15214 33 48 328 311
15215 32 43 405 356
15216 18 261 428 560
15218 0 55 371 337
15221 211 72 600 432
15289 204 60 600 450
15346 78 0 347 249
15368 201 4 468 236
15382 22 78 360 371
15528 267 114 567 411
15584 117 33 527 437
15772 334 88 640 432
15786 0 112 315 422
15804 178 63 597 447
16117 7 172 343 433
16708 16 146 309 414
