img x1 y1 x2 y2
10601 0 78 360 409
11404 1 45 360 367
11556 0 0 358 480
11874 0 76 209 287
12061 0 0 220 167
12088 0 6 137 115
12142 0 17 249 250
12157 0 66 460 488
12187 0 154 345 480
12196 0 76 207 338
12366 10 9 563 437
12367 0 0 450 338
12368 0 145 478 640
12369 0 49 295 258
12370 88 16 564 480
12371 141 86 400 282
12372 56 16 735 505
12373 0 0 230 180
12374 0 0 256 186
12375 0 0 640 480
12376 0 0 425 350
12377 0 0 400 359
12378 0 0 300 212
12379 109 57 423 277
12380 3 76 328 298
12381 82 39 425 323
12382 0 38 500 333
12383 0 0 450 349
12384 217 65 500 306
12385 0 73 222 305
12386 0 0 500 375
12387 51 0 403 302
12388 109 25 434 293
12389 1 71 288 331
12390 21 22 463 335
12391 10 64 800 549
12392 0 0 498 373
12393 0 65 264 283
12394 133 17 437 261
12395 0 0 435 332
12396 45 6 436 312
12397 2 8 713 420
12398 17 81 273 281
12399 118 112 396 340
12400 5 6 390 300
12401 0 10 392 336
12402 63 0 543 473
12403 9 106 235 310
12404 96 0 691 450
12405 153 40 492 269
12406 20 142 278 362
12407 35 26 360 232
12408 49 60 315 245
12409 0 128 283 331
12410 0 0 500 375
12411 0 1 463 348
12412 50 8 406 368
12413 0 0 553 415
12414 0 5 400 300
12415 0 0 320 240
12416 55 48 783 540
12417 25 20 386 300
12418 71 35 431 322
12419 0 62 303 345
12420 0 0 280 280
12421 6 135 288 375
12422 0 35 298 320
12423 31 25 469 346
12424 0 0 500 375
12425 27 12 447 345
12426 0 0 800 676
12427 111 17 437 347
12428 0 0 490 375
12429 20 117 591 578
12430 0 8 632 480
12431 41 16 445 339
12432 0 1 500 372
12433 66 28 606 472
12434 1 0 800 768
12435 31 30 459 360
12436 28 66 390 367
12437 62 0 355 290
12438 51 12 437 261
12439 3 8 426 369
12440 0 73 277 218
12441 7 19 390 241
12442 69 21 472 294
12443 3 16 490 364
12444 0 0 500 372
12445 7 31 294 289
12446 226 136 420 297
12447 0 23 375 496
12448 0 106 506 600
12449 120 24 347 226
12449 124 25 349 229
12450 16 0 500 375
12451 13 0 536 367
12452 1 4 398 300
12453 121 83 655 585
12454 7 49 296 289
12454 7 49 296 289
12455 0 138 383 513
12456 36 92 383 360
12457 68 34 543 398
12458 0 0 588 460
12459 0 4 576 480
12460 0 26 796 590
12461 39 6 367 289
12462 125 3 645 425
12463 18 0 766 553
12464 77 87 315 313
12465 14 45 480 434
12466 0 0 400 299
12466 0 8 400 299
12467 4 2 302 231
12468 44 21 375 285
12469 0 31 500 388
12470 18 130 331 413
13700 132 48 476 354
13741 0 49 480 577
13809 18 64 224 224
14013 6 263 380 595
14017 0 266 306 600
14041 0 138 271 351
14052 225 211 571 373
14063 466 231 733 478
14064 26 158 380 426
14078 153 100 455 348
14087 406 188 715 341
14476 25 0 467 331
14685 0 61 335 317
14754 29 85 416 414
14780 124 0 396 252
14782 32 0 566 480
14783 44 8 568 480
14843 0 88 364 424
14850 210 130 554 442
14878 241 8 471 264
14907 304 144 640 368
14908 24 86 386 328
14989 208 126 476 428
14990 264 145 496 396
15038 17 61 413 468
15112 25 185 393 538
15149 56 210 336 470
15173 0 116 318 450
15376 47 52 405 352
15380 19 37 367 334
15381 27 86 351 349
15391 4 54 369 327
15411 23 108 347 407
15418 248 107 568 380
15552 0 148 318 450
15620 115 72 435 378
15665 246 32 578 342
15712 0 138 291 427
15734 20 70 377 385
15742 14 79 295 370
15756 11 7 357 310
15828 6 0 560 448
15907 22 147 290 360
16170 1 170 293 434
16271 16 145 308 388
16283 37 171 325 447
16601 251 87 596 393
16629 17 167 277 387
16679 32 210 288 448
16683 53 190 360 465
16689 16 165 312 449
16694 12 141 341 434
