img x1 y1 x2 y2
6089 15 86 244 186
6090 0 37 300 181
6091 30 12 372 300
6092 0 0 373 300
6093 57 79 295 191
6094 14 45 164 121
6095 0 0 580 142
6096 62 75 222 198
6097 0 0 540 367
6098 64 36 386 254
6099 0 52 258 164
6100 163 64 350 179
6101 21 98 258 183
6102 31 45 220 121
6103 46 23 215 111
6104 73 121 330 308
6105 25 17 218 183
6106 117 66 418 235
6107 0 28 210 111
6108 18 26 158 118
6109 94 87 220 189
6110 8 56 301 174
6111 5 35 235 158
6112 63 93 249 172
6113 28 27 169 128
6114 9 50 308 216
6115 0 75 240 162
6116 29 26 380 239
6117 39 15 252 176
6118 25 30 234 172
6119 18 33 523 350
6120 50 145 258 292
6121 0 9 139 159
6122 16 31 210 141
6123 18 15 300 288
6124 12 59 270 173
6125 66 17 231 141
6126 66 110 238 213
6127 122 33 384 243
6128 81 90 285 219
6129 139 75 583 227
6130 93 85 430 285
6131 41 61 118 136
6132 324 19 627 178
6133 2 30 201 131
6134 15 25 232 210
6135 37 100 220 220
6136 96 61 472 247
6137 85 46 171 108
6138 4 19 86 104
6139 81 50 171 108
6140 73 38 168 106
6141 9 41 160 96
6142 6 58 300 164
6143 25 94 283 195
6144 57 52 282 151
6145 30 0 500 280
6146 6 47 223 143
6147 116 256 475 390
6148 31 58 202 156
6149 0 18 320 240
6150 36 42 210 131
6151 165 123 387 286
6152 102 100 423 300
6153 0 88 389 247
6154 21 20 168 126
6155 0 0 190 131
6156 38 35 165 119
6157 12 37 210 113
6158 106 42 242 135
6159 88 42 274 144
6160 0 7 214 166
6161 113 46 249 128
6162 37 33 269 190
6163 24 41 215 139
6164 122 55 250 130
6165 98 45 267 138
6166 126 49 226 128
6167 78 38 263 132
6168 31 27 115 83
6169 5 93 240 196
6170 9 10 355 293
6171 111 66 555 372
6172 4 40 172 157
6173 0 100 210 180
6174 58 78 172 153
6175 42 40 155 155
6176 9 19 172 126
6177 0 8 255 210
6178 0 58 180 180
6179 246 15 500 279
6180 2 72 333 219
6181 0 33 205 102
6182 52 41 204 124
6183 9 46 246 163
6184 0 53 573 430
6185 74 63 141 102
6186 0 18 600 421
6187 112 50 308 192
6188 183 32 322 177
6990 286 40 500 309
6993 30 194 490 350
7178 266 206 422 362
9255 96 120 318 288
14182 193 78 631 245
15370 316 221 580 390
15792 323 108 532 246
16069 297 123 510 264
