img x1 y1 x2 y2
11558 0 13 343 348
11618 51 12 382 297
12100 38 248 465 496
12129 0 243 345 600
12499 43 0 330 295
12500 0 22 352 286
12501 0 11 280 261
12502 8 22 362 337
12503 203 27 400 305
12504 0 0 400 300
12505 195 119 437 340
12506 5 15 380 301
12507 0 32 378 338
12508 0 14 450 300
12509 0 18 400 298
12510 0 0 230 172
12511 378 6 766 443
12511 111 11 451 482
12512 90 43 361 305
12512 16 0 219 206
12513 0 174 82 310
12513 80 171 194 309
12513 179 152 240 296
12514 31 31 133 169
12514 91 75 253 216
12514 136 22 256 140
12514 94 0 195 83
12515 0 104 221 275
12515 115 20 252 144
12516 0 159 223 413
12516 185 142 360 345
12517 198 30 370 268
12517 258 60 510 352
12518 380 98 586 378
12518 220 66 392 390
12518 68 98 256 372
12519 244 32 464 302
12519 43 41 275 305
12520 176 101 440 300
12520 11 0 317 281
12521 200 274 362 460
12521 298 256 452 412
12522 122 29 232 137
12522 242 90 371 222
12522 87 95 228 227
12522 231 174 361 309
12522 92 168 235 305
12522 224 3 350 134
12523 33 43 400 257
12524 67 76 271 258
12524 162 27 335 180
12525 58 30 195 203
12525 129 0 240 124
12526 12 18 231 207
12527 38 26 258 212
12528 102 4 213 101
12528 45 120 158 237
12528 162 119 286 230
12529 19 123 286 364
12529 169 70 423 308
12529 308 13 498 258
12530 15 17 96 121
12530 80 22 167 129
12531 44 0 532 410
12532 68 23 310 274
12532 282 14 544 305
12533 83 19 155 115
12533 5 24 104 154
12534 75 143 606 536
12535 136 90 353 277
12536 95 58 394 303
12537 126 110 441 476
12537 418 106 703 453
12538 76 8 262 230
12538 192 35 375 270
12539 5 19 251 275
12539 151 41 308 281
12540 116 93 341 320
12541 16 132 346 465
12541 255 63 496 369
12542 11 3 195 169
12542 156 18 336 179
12542 284 22 442 175
12543 93 6 463 495
12543 388 1 716 405
12544 90 63 394 326
12545 101 27 289 195
12545 253 84 450 245
12546 120 70 378 270
12547 8 84 105 235
12547 96 91 196 223
12548 90 54 398 317
12549 5 61 181 251
12549 10 6 175 131
12550 168 184 464 416
12551 57 62 225 249
12551 182 15 336 190
12552 94 60 476 424
12552 0 62 264 380
12553 63 23 385 308
12554 3 39 153 291
12554 135 51 268 300
12554 276 6 450 319
12555 41 54 211 217
12556 6 80 392 266
12557 12 23 186 272
12557 156 50 290 295
12557 250 64 448 316
13626 189 41 706 593
13889 45 33 128 122
13965 64 0 358 274
14047 370 156 626 351
14210 38 13 108 74
14210 35 81 102 148
14219 34 57 93 108
14306 368 258 666 480
14643 78 0 320 258
14804 382 40 638 356
14804 164 58 428 368
14804 12 114 242 388
14849 172 110 472 368
14854 6 124 80 181
14854 18 171 92 229
14854 24 224 90 286
14924 350 130 675 508
14924 206 108 466 410
14925 161 221 451 513
14925 8 71 295 350
14926 535 87 758 316
14926 361 74 563 310
14926 185 75 366 333
14926 0 70 210 321
14927 336 75 800 598
14927 166 5 538 500
14927 1 0 315 411
14928 326 260 751 600
14928 68 186 425 553
14928 3 40 326 310
14929 143 21 745 593
14930 565 225 800 501
14930 306 210 575 460
14930 0 185 315 438
14930 426 58 655 305
14930 205 30 445 251
14930 0 6 210 241
14931 433 133 761 457
14931 438 368 800 731
14932 390 46 800 491
14932 38 25 431 490
14933 210 65 399 233
14933 30 61 213 248
14934 98 28 345 288
14934 295 2 500 247
14935 80 106 305 315
14935 0 31 129 220
14936 266 7 598 384
14936 2 77 294 404
14937 138 16 582 452
14938 153 52 344 229
14938 57 12 217 198
14939 77 0 317 267
14940 56 0 310 283
14941 53 0 324 300
14942 155 115 390 370
14942 355 65 521 320
14943 111 23 635 541
14944 178 42 578 396
14945 5 9 236 248
14946 118 95 446 496
14946 406 106 715 468
14947 126 131 515 544
14947 333 64 615 424
14947 453 0 701 326
14948 92 58 484 466
14948 0 60 220 388
14949 16 137 349 482
14949 280 70 500 378
15182 238 258 380 368
15305 150 42 527 373
15608 245 435 352 545
15608 152 437 253 535
15608 244 520 334 631
15608 169 519 259 636
15608 78 520 181 625
15757 378 212 508 310
15911 430 58 520 152
15941 415 221 547 302
16699 438 70 580 181
16703 429 248 584 388
