img x1 y1 x2 y2
500 11 33 250 221
501 18 54 592 442
502 0 111 300 288
503 0 50 450 338
504 31 13 206 143
505 22 145 258 276
506 61 186 551 445
507 0 40 300 204
508 22 82 221 205
509 61 0 520 291
510 0 20 500 340
511 0 19 300 237
512 20 68 356 281
513 88 15 227 140
514 70 54 206 162
515 39 0 414 291
516 11 29 161 169
517 5 49 165 166
518 11 54 192 163
519 4 0 201 131
520 0 36 240 320
521 4 33 376 332
522 54 7 420 349
523 27 25 180 180
524 8 0 320 234
525 0 0 500 400
526 16 16 304 196
527 0 0 230 124
528 0 26 250 171
529 0 0 320 240
530 0 0 320 240
531 0 0 180 169
532 0 0 300 183
533 0 20 160 129
534 6 3 183 134
535 0 0 192 144
536 0 0 192 144
537 0 0 300 300
538 4 24 193 140
539 77 36 207 159
540 38 55 375 275
541 66 20 203 145
542 7 26 396 193
543 67 29 180 135
544 5 11 232 157
545 3 3 172 171
546 14 50 269 266
547 0 3 176 144
548 0 0 240 180
549 31 32 210 172
550 0 0 400 259
551 0 0 320 240
552 0 21 586 504
553 0 16 580 525
554 6 0 186 144
555 0 0 192 144
556 0 0 192 144
557 0 0 192 144
558 0 0 192 144
559 0 0 192 144
560 0 0 192 144
561 0 0 211 144
562 0 17 264 200
563 0 30 180 180
564 0 0 192 144
565 0 38 455 358
566 0 29 250 157
567 0 0 133 100
568 0 1 199 182
569 0 2 170 122
570 9 34 157 139
571 0 0 292 220
572 0 0 240 320
573 28 38 272 190
574 20 42 264 200
575 22 38 254 184
576 44 36 274 182
577 18 44 270 224
578 40 46 274 202
579 26 36 274 188
580 0 25 500 357
581 11 19 202 124
582 32 34 264 182
583 38 28 274 190
584 22 28 254 168
585 30 26 276 192
586 44 20 278 174
587 0 0 192 144
588 0 0 192 144
589 0 0 192 144
590 0 0 240 320
591 0 15 160 129
592 0 0 192 144
593 0 0 192 144
594 0 0 192 144
595 0 0 192 144
596 0 0 192 144
597 81 40 192 138
598 48 29 467 332
599 0 10 240 320
3824 46 91 328 366
5502 16 53 149 152
7098 153 15 367 275
7135 9 50 471 347
9047 69 45 336 286
9058 101 56 454 405
9125 25 64 348 438
9213 21 27 463 333
9229 42 51 456 310
9272 0 45 480 351
9285 30 10 414 333
9360 0 54 360 421
10575 42 33 370 315
10751 0 67 360 400
10763 22 34 469 321
10804 3 0 438 360
10824 0 54 480 349
10827 0 24 480 336
10839 0 1 360 477
10856 0 12 480 480
10857 7 20 480 426
10898 0 66 360 370
10952 0 0 360 480
10957 0 39 240 327
10978 0 0 478 355
10998 0 4 360 480
11060 33 4 448 336
11068 0 39 480 360
11131 39 81 363 358
11171 0 34 351 421
11228 0 9 429 360
11234 0 55 480 360
11383 0 42 384 480
11411 0 81 418 300
11502 88 69 187 159
11502 3 126 108 234
11545 0 0 480 360
11582 103 25 238 217
11617 0 63 339 354
11667 328 75 477 193
11668 288 24 423 133
11692 20 1 745 600
11863 91 163 416 470
11893 231 8 668 378
12871 168 94 500 375
12872 0 117 371 375
12878 303 100 417 205
12878 214 58 315 163
12879 15 71 233 226
12880 147 196 318 359
12880 305 142 487 303
12881 270 88 360 181
12881 181 62 281 151
12883 206 56 470 217
12886 89 40 238 150
12886 61 142 241 289
12888 13 80 158 213
12889 300 113 453 194
12889 325 192 500 315
12890 303 119 500 284
12893 160 188 436 370
12896 306 173 500 375
12897 0 3 189 256
12898 0 117 281 345
12899 0 216 211 386
12900 247 160 500 375
12901 0 0 136 80
12904 283 88 415 213
12904 28 6 103 63
12905 0 99 151 251
12909 4 98 164 368
12912 0 0 91 115
12913 386 31 800 308
12923 233 0 489 202
12928 180 30 338 156
12929 263 78 550 346
13020 296 171 500 351
13672 20 120 326 418
13699 144 49 560 360
13709 128 68 508 326
13711 78 66 398 304
13722 20 45 380 384
13730 224 177 480 442
13737 22 20 408 270
13756 8 54 397 317
13773 58 33 520 360
13786 2 46 184 226
13794 20 8 304 240
13860 41 54 284 189
13892 22 42 640 448
13934 1 202 437 638
13964 0 38 480 580
13976 1 74 429 467
13980 92 124 436 483
14027 1 85 416 471
14046 43 31 713 571
14052 186 310 588 585
14063 326 133 688 423
14078 31 105 453 483
14081 46 76 233 236
14087 338 256 743 506
14220 22 9 206 159
14427 26 12 209 226
14488 36 99 446 611
14554 53 216 591 598
14567 2 64 212 280
14628 0 90 179 240
14676 106 26 593 423
14684 0 71 723 406
14686 6 0 800 450
14730 26 30 206 220
14748 100 18 693 480
15040 3 186 585 800
15044 30 96 336 417
15124 0 13 370 341
15129 19 153 475 657
15163 288 41 531 285
15168 326 3 516 141
15203 255 12 573 336
15211 22 176 195 362
15298 73 0 532 337
15302 43 45 480 356
15519 0 0 588 449
15541 43 90 578 420
15604 25 26 223 341
15609 0 26 480 640
15615 197 2 597 363
15627 251 57 593 346
15639 277 155 576 450
15658 152 36 536 345
15663 240 60 585 367
15693 57 0 547 337
15722 110 0 372 222
15724 83 24 568 359
15777 1 55 356 401
15815 235 36 597 377
15876 261 3 600 360
15900 53 8 600 413
15904 7 0 593 443
15908 32 85 453 444
15922 122 82 468 383
15923 133 28 453 290
15949 5 10 387 311
15954 1 90 410 417
15957 0 62 600 383
16032 8 106 383 538
16057 242 80 600 423
16097 15 122 397 448
16272 66 17 538 446
16280 56 2 553 350
16611 267 116 597 422
16619 62 115 382 474
16712 290 87 636 393
