img x1 y1 x2 y2
11483 174 93 480 360
11640 0 31 478 326
11659 0 27 480 328
11690 4 176 788 531
12767 0 96 640 442
12768 8 111 578 396
12769 9 71 481 293
12770 39 113 589 368
12771 51 87 725 356
12772 6 86 597 433
12773 13 106 475 289
12774 0 47 395 298
12775 0 25 397 298
12776 0 37 345 260
12777 13 113 783 556
12778 28 39 462 366
12779 40 31 428 356
12780 30 84 428 327
12781 10 135 481 319
12782 1 57 460 316
12783 0 41 495 275
12784 44 89 444 350
12785 5 73 496 336
12786 1 90 756 570
12787 10 85 494 346
12788 0 17 498 330
12789 5 92 481 318
12790 16 14 483 363
12791 0 34 489 340
12792 46 78 450 359
12793 44 50 468 358
12794 43 51 447 324
12795 14 24 486 363
12796 9 19 493 246
12797 61 27 475 343
12798 50 53 461 352
12799 76 54 432 292
12800 27 37 444 297
12801 50 78 466 338
12802 42 55 453 321
12803 6 51 491 339
12804 0 10 395 196
12805 78 68 473 310
12806 48 129 411 268
12807 1 87 496 300
12808 4 90 600 398
12809 28 81 473 294
12810 7 34 597 441
12811 3 36 489 298
12812 4 38 596 416
12813 3 70 480 290
12814 97 131 478 278
12815 0 92 498 326
12816 169 55 493 345
12817 0 73 480 331
12818 3 66 496 325
12819 21 35 484 330
12820 72 37 347 272
12821 0 20 494 367
12822 0 53 496 365
12823 0 170 796 540
12824 21 120 476 311
12825 1 3 733 598
12826 66 58 483 333
12827 0 25 495 359
12828 35 225 703 520
12829 39 38 471 353
12830 28 80 460 336
12831 26 110 713 515
12832 10 156 481 364
12833 6 106 494 312
12834 0 145 723 538
12835 23 69 491 366
12836 0 86 497 333
12837 4 50 638 404
12838 19 46 471 224
12839 0 53 796 596
12840 0 61 500 324
12841 0 163 781 538
12842 0 42 498 367
12843 10 23 496 361
12844 0 91 467 356
12845 0 71 497 300
12846 6 85 478 318
12847 19 3 345 442
12848 6 6 481 360
12849 1 39 497 309
12850 0 8 500 333
12851 13 28 471 320
12852 67 50 448 326
12853 61 66 462 326
12854 0 36 497 311
12855 0 34 497 351
12856 1 1 484 306
12857 0 137 493 350
12858 9 64 341 301
12859 0 60 402 274
12860 2 114 585 405
12861 5 11 420 306
12862 0 33 596 413
12863 0 36 638 448
12864 3 71 597 448
12865 6 3 496 373
12866 0 0 480 382
13989 189 138 268 219
13989 144 3 254 108
14777 0 92 640 480
14792 388 8 800 396
14842 328 218 800 546
14865 0 130 600 392
14873 0 91 501 600
14892 0 154 640 472
15409 327 83 600 345
15409 0 60 345 398
15452 12 23 210 222
15452 45 233 253 423
15452 251 4 596 326
15459 216 0 525 268
15459 36 171 247 351
15505 291 166 561 436
15505 43 106 258 325
15602 36 144 283 338
15602 242 36 525 256
15722 2 131 595 442
15752 30 60 473 308
15790 0 42 598 422
15839 0 0 598 360
15847 262 81 583 416
15847 2 225 238 450
16131 0 112 597 422
16153 67 160 385 638
16359 1 108 597 430
16553 2 58 600 362
16682 9 36 637 464
