img x1 y1 x2 y2
19 365 86 483 167
33 50 21 158 117
38 167 298 258 384
59 213 162 352 220
4004 0 23 38 71
6963 264 98 417 214
7323 162 26 511 340
7324 61 63 314 269
7325 75 93 219 213
7326 10 44 240 284
7327 222 66 346 171
7328 0 37 493 363
7329 0 52 320 240
7330 0 24 459 329
7331 39 0 329 247
7332 43 20 450 296
7333 84 46 302 255
7334 137 68 396 346
7335 144 0 562 346
7336 24 18 612 385
7337 195 36 307 151
7338 88 54 226 172
7339 57 324 330 466
7340 75 30 331 269
7341 126 60 308 231
7342 0 0 240 257
7343 0 130 231 290
7344 56 3 347 252
7345 0 0 500 231
7346 85 4 569 388
7347 262 10 487 261
7348 25 128 302 390
7349 108 7 538 524
7350 42 10 458 355
7351 243 175 410 430
7352 296 0 483 181
7353 44 40 308 245
7354 40 63 284 250
7355 0 111 749 519
7356 0 0 296 254
7357 66 0 453 360
7358 150 84 327 214
7359 0 0 400 265
7360 0 14 280 306
7361 0 0 618 533
7362 82 74 311 252
7363 0 154 500 557
7364 0 9 500 334
7365 20 98 268 251
7366 0 71 342 461
7367 0 4 428 391
7368 90 0 339 189
7369 304 208 452 360
7370 420 75 500 172
7371 20 29 288 168
7372 97 275 407 642
7373 64 0 214 314
7374 0 0 500 375
7375 78 0 218 370
7376 0 36 640 640
7377 0 48 280 373
7378 80 100 204 208
7379 81 5 460 338
7380 79 130 512 411
7381 128 93 679 474
7382 52 0 437 225
7383 44 134 306 272
7384 133 87 592 464
7385 146 235 330 468
7386 0 50 156 248
7387 175 70 355 221
7388 133 33 352 213
7389 31 135 238 288
7390 28 68 212 204
7391 0 123 517 545
7392 43 0 454 336
7393 0 79 288 349
7394 48 8 286 224
7395 93 0 448 303
7396 75 27 447 393
7397 229 102 370 261
7398 257 28 640 326
7399 79 180 325 370
7400 75 243 330 423
7401 86 31 405 308
7402 21 148 195 224
7403 220 172 337 267
7404 222 169 538 426
7405 248 202 447 323
7406 0 14 360 360
7407 62 108 398 355
7408 97 40 396 324
7409 133 115 380 296
7410 62 154 312 331
7411 121 0 499 373
7412 0 12 500 206
7413 0 16 480 265
7414 0 16 240 210
7415 40 18 290 178
7416 0 0 538 533
7417 315 191 500 358
7418 0 0 400 300
7419 116 49 415 239
7420 52 82 347 335
7421 171 82 412 350
7422 221 202 693 488
7423 17 4 200 276
7424 163 82 343 270
7425 89 167 323 374
7426 103 78 329 216
7427 0 150 288 352
7428 262 186 408 400
7429 0 152 320 352
7430 122 24 569 387
7431 0 105 600 402
7432 101 137 386 322
7433 97 47 446 341
7434 165 210 357 345
7435 0 0 420 280
7436 115 18 462 335
7437 76 8 488 469
13273 32 185 96 219
13318 226 55 358 184
13325 305 205 431 330
13333 0 120 115 248
13390 0 6 186 190
13733 122 257 266 382
13867 236 9 306 72
13887 0 120 254 396
13958 36 406 153 520
14010 441 110 770 440
14018 458 176 703 411
14021 441 21 623 195
14023 558 86 723 236
14026 188 100 575 485
14035 113 90 555 523
14043 230 136 598 421
14070 435 110 648 313
14072 140 96 601 505
14092 160 46 580 516
14254 114 82 200 160
14364 540 0 780 226
14540 56 85 246 263
14584 533 0 793 233
14616 325 305 568 558
15382 206 126 354 324
15902 272 30 600 360
