img x1 y1 x2 y2
2392 18 8 306 234
2393 85 69 588 438
2394 40 29 362 300
2395 5 42 338 259
2396 24 21 142 126
2397 35 30 470 335
2398 40 35 488 353
2399 86 16 410 326
2400 49 70 664 582
2401 3 19 150 147
2402 0 21 210 238
2403 96 84 240 194
2404 17 7 170 119
2405 36 17 423 312
2406 97 52 411 309
2407 0 31 229 195
2408 8 14 336 265
2409 16 6 300 207
2410 4 44 384 252
2411 88 96 560 437
2412 42 0 266 166
2413 14 31 330 274
2414 24 10 300 222
2415 73 0 486 375
2416 14 6 306 232
2417 89 44 584 436
2418 11 78 386 368
2419 49 27 411 309
2420 17 80 773 576
2421 44 70 604 409
2422 19 26 347 266
2423 10 0 638 480
2424 8 4 316 234
2425 73 60 596 468
2426 64 0 616 480
2427 34 24 290 232
2428 30 38 288 212
2429 85 52 408 350
2430 54 42 438 325
2431 6 4 262 174
2432 55 40 433 371
2433 272 61 622 317
2434 50 54 622 420
2435 60 80 584 456
2436 34 38 583 539
2437 0 25 150 129
2438 11 29 336 357
2439 47 22 370 284
2440 30 26 284 224
2441 25 25 163 110
2442 0 0 150 150
2443 133 32 625 559
2444 31 37 249 219
2445 26 45 487 353
2446 44 32 640 432
2447 10 42 500 372
2448 22 28 225 160
2449 28 44 290 238
2450 0 18 150 132
2451 0 22 240 286
2452 52 71 470 335
2453 0 88 240 274
2454 0 0 400 293
2455 0 0 400 300
2456 42 47 430 331
2457 25 12 222 175
2458 0 12 150 138
2459 26 14 278 231
2460 5 7 133 119
2461 4 22 198 184
2462 0 18 150 127
2463 0 16 194 164
2464 57 16 177 128
2465 0 27 250 171
2466 0 50 220 249
2467 29 7 210 161
2468 0 13 120 122
2469 259 51 600 426
2470 35 8 176 145
2471 3 3 165 138
2472 0 15 150 138
2473 16 13 141 136
2474 47 34 309 252
2475 15 16 118 91
2476 39 7 228 180
2477 96 19 346 220
2478 23 73 275 283
2479 11 143 178 291
2480 82 46 572 429
2481 19 21 261 224
2482 26 11 138 113
2483 102 59 682 462
2484 14 14 172 136
2485 0 17 235 195
2486 47 94 760 470
2487 0 37 229 195
2488 20 65 135 169
2489 15 67 435 372
2490 100 134 402 459
2491 56 54 606 401
2492 48 84 553 404
5183 68 0 339 105
16721 59 29 431 364
16730 2 2 449 333
16732 36 2 479 341
16736 2 4 638 485
16738 3 16 497 375
16769 2 3 557 414
16770 2 46 556 375
16773 92 41 545 472
16781 3 8 473 355
16791 48 36 593 453
