img x1 y1 x2 y2
6189 1 144 637 416
6190 24 0 736 536
6191 188 242 469 307
6192 64 38 602 480
6193 0 70 450 338
6194 43 24 565 405
6195 0 13 500 499
6196 0 54 389 262
6197 40 20 417 338
6198 16 45 397 276
6199 0 10 775 445
6200 0 65 400 239
6201 54 0 377 300
6202 30 0 640 480
6203 94 109 396 252
6204 116 72 592 461
6205 50 24 396 276
6206 0 165 640 358
6207 120 98 400 235
6208 0 54 492 300
6209 0 241 640 428
6210 122 140 400 300
6211 50 58 500 375
6212 0 88 412 290
6213 38 83 709 471
6214 30 24 348 170
6215 0 19 640 426
6216 0 0 600 421
6217 58 230 432 698
6218 0 18 800 429
6219 14 14 632 430
6220 201 98 427 345
6221 66 74 351 247
6222 0 0 550 377
6223 53 80 520 424
6224 0 76 400 242
6225 87 90 487 367
6226 38 0 329 253
6227 157 0 516 480
6228 87 142 339 325
6229 182 159 371 282
6230 58 43 564 257
6231 81 77 412 275
6232 0 54 240 298
6233 0 206 375 373
6234 0 53 450 256
6235 85 52 596 474
6236 51 159 718 633
6237 90 104 357 224
6238 20 70 375 463
6239 3 97 800 527
6240 120 58 800 525
6241 7 57 520 298
6242 0 27 280 331
6243 2 7 349 264
6244 102 1 278 113
6245 0 200 300 380
6246 8 76 500 285
6247 0 0 460 285
6248 0 80 248 233
6249 0 62 450 228
6250 0 52 390 263
6251 0 72 450 315
6252 0 46 500 287
6253 27 137 800 384
6254 208 0 510 565
6255 0 84 320 248
6256 0 44 320 276
6257 10 268 640 432
6258 13 85 595 353
6259 55 26 485 326
6260 53 25 375 275
6261 35 82 510 699
6262 0 168 640 368
6263 30 125 612 440
6264 0 148 504 296
6265 21 49 480 325
6266 15 36 382 269
6267 9 39 300 268
6268 200 42 436 493
6269 5 0 775 456
6270 6 7 336 378
6271 72 0 640 404
6272 18 33 480 316
6273 30 50 487 326
6274 39 38 400 265
6275 8 13 392 221
6276 52 125 379 300
6277 0 0 370 253
6278 10 35 800 421
6279 0 12 400 296
6280 45 9 585 405
6281 24 45 300 261
6282 9 43 443 216
6283 41 124 550 329
6284 8 212 422 321
6285 9 77 450 212
6286 0 193 360 316
6287 23 27 387 288
6288 24 240 640 480
9046 174 14 356 612
9057 0 76 416 480
9101 48 87 456 267
9110 24 45 480 303
9120 12 72 267 429
9356 0 43 360 411
10574 0 7 345 434
10585 0 22 360 403
10639 42 52 480 313
13695 266 90 656 291
