img x1 y1 x2 y2
2593 0 7 289 279
2594 3 22 784 579
2595 32 18 399 300
2596 25 15 428 345
2597 60 36 440 347
2598 17 126 404 546
2599 22 39 460 327
2600 12 49 406 518
2601 61 61 626 477
2602 97 105 438 406
2603 91 79 705 469
2604 52 51 532 447
2605 15 35 766 503
2606 48 9 604 437
2609 81 17 648 487
2610 39 82 765 504
2611 34 43 744 444
2612 98 100 401 395
2613 78 96 426 407
2614 58 48 432 348
2615 105 78 450 406
2616 60 73 408 290
2617 96 97 422 396
2618 115 60 390 292
2619 127 97 385 370
2620 108 88 391 393
2621 65 91 385 327
2622 61 57 460 325
2623 68 112 428 330
2624 15 120 358 461
2625 37 97 405 310
2626 98 67 396 295
2627 17 10 480 365
2628 123 58 368 271
2629 73 57 457 306
2630 40 40 613 444
2631 25 56 452 314
2632 89 2 400 300
2633 28 65 380 316
2634 10 84 500 284
2635 86 1 485 442
2636 18 171 336 430
2637 95 55 440 331
2638 42 3 500 347
2640 2 86 366 457
2641 57 51 440 343
2642 0 39 483 316
2643 8 60 498 360
2644 106 90 386 381
2645 0 0 412 500
2646 270 52 620 428
2647 91 159 685 581
2648 76 102 618 539
2649 20 30 749 544
2650 84 189 677 587
2651 24 27 594 535
2652 24 16 756 514
2653 16 54 782 578
2654 32 12 751 511
2655 88 166 622 539
2656 94 99 758 500
2657 15 111 795 694
2658 63 34 390 328
2659 11 14 400 300
2660 60 46 526 416
2661 17 29 283 230
2662 218 146 764 533
2663 51 0 400 293
2664 16 124 414 401
2665 65 59 348 261
2666 128 93 528 382
2667 21 21 390 311
2668 58 66 379 327
2669 62 64 562 420
2670 38 33 560 456
2671 113 157 313 268
2672 80 42 601 472
2673 37 10 550 365
2675 57 56 578 372
2676 0 2 400 300
2677 175 45 665 476
2678 57 108 610 426
2679 10 9 640 480
2681 65 50 475 363
2682 64 252 400 600
2683 409 95 669 284
2684 111 115 504 331
2685 8 30 482 353
2686 80 68 417 327
2687 53 57 457 308
2689 137 105 632 519
2690 111 69 363 248
2691 56 57 370 313
6912 0 0 400 300
9079 52 18 429 334
9081 0 33 360 411
9133 15 109 303 390
9140 55 21 279 400
9234 4 63 258 393
9332 42 21 399 339
9350 54 25 345 253
10609 25 0 447 360
10611 0 3 360 480
10612 0 3 480 360
10664 0 49 360 480
10671 0 0 348 480
10769 0 26 277 439
11061 0 0 480 349
11084 30 0 423 360
11178 30 9 420 355
11245 18 24 433 358
11420 0 48 480 354
11550 0 0 480 351
11603 93 193 330 360
11626 97 4 447 264
13035 1 161 341 471
13691 166 41 631 488
13714 48 71 500 374
13721 152 180 576 384
13729 164 148 640 376
13963 1 48 218 238
13977 17 65 226 278
14001 62 4 230 164
14011 300 105 756 518
14021 400 263 723 578
14351 393 55 800 321
14369 0 63 546 598
14374 0 74 640 390
14547 61 245 625 600
14556 25 10 718 598
14591 38 0 735 600
14598 12 46 240 290
14695 1 72 395 417
14704 0 38 180 249
14708 78 11 238 148
14712 0 8 180 298
14713 0 41 180 280
14717 38 4 260 178
14770 121 26 671 403
15110 274 34 597 433
15279 7 1 583 450
15593 253 51 600 418
15622 153 3 501 356
15664 100 11 630 468
15668 21 0 605 358
15745 248 102 600 446
15747 276 25 578 360
15805 0 0 471 443
15887 0 32 480 565
15915 0 64 478 611
16009 18 123 396 417
