img x1 y1 x2 y2
5289 76 0 496 382
5290 109 5 403 300
5291 12 91 571 479
5292 138 0 570 393
5293 143 24 612 500
5294 28 0 613 464
5295 88 5 537 480
5296 0 0 530 423
5297 126 25 523 466
5298 140 428 441 706
5299 257 160 700 526
5300 117 27 506 426
5301 72 12 584 470
5302 66 0 597 480
5303 134 0 458 405
5304 292 208 504 460
5305 110 42 415 280
5306 140 68 494 386
5307 0 0 550 366
5308 118 98 462 476
5309 165 27 448 305
5310 0 0 640 450
5311 145 28 549 428
5312 15 16 425 341
5313 120 116 368 326
5314 32 134 409 420
5315 10 0 466 375
5316 0 0 625 480
5317 32 0 625 266
5318 137 42 416 333
5319 108 0 490 392
5320 132 42 497 408
5321 100 13 410 371
5322 173 0 580 420
5323 12 0 523 450
5324 60 8 420 375
5325 73 0 562 480
5326 64 0 568 424
5327 48 14 430 510
5328 202 0 522 376
5329 96 24 632 508
5330 97 25 510 376
5331 160 13 505 398
5332 115 34 396 358
5333 77 80 505 440
5334 186 80 553 565
5335 181 43 675 510
5336 105 155 298 365
5337 164 117 321 229
5338 76 36 618 480
5339 120 66 524 457
5340 172 54 513 312
5341 51 42 567 600
5342 73 26 529 480
5343 361 92 657 377
5344 176 9 640 468
5345 106 34 692 555
5346 241 46 373 197
5347 208 16 354 173
5348 224 100 404 312
5349 114 9 468 378
5350 13 41 500 360
5351 45 87 430 422
5352 190 62 548 462
5353 68 24 549 452
5354 204 18 752 506
5355 40 3 447 368
5356 72 31 458 338
5357 269 268 590 480
5358 92 18 514 378
5359 56 104 564 448
5360 287 0 572 266
5361 17 40 472 476
5362 284 0 565 232
5363 108 37 522 409
5364 72 25 315 266
5365 37 120 308 365
5366 153 110 362 340
5367 90 32 415 336
5368 55 41 450 375
5369 48 15 352 345
5370 73 8 263 267
5371 86 57 412 303
5372 88 2 415 368
5373 157 82 362 305
5374 98 0 415 352
5376 123 60 390 315
5377 158 9 337 210
5378 83 31 698 563
5379 55 0 440 373
5380 98 45 375 285
5381 176 26 425 267
5382 65 13 202 205
5383 256 30 504 328
5384 27 0 226 210
5385 92 0 540 480
5386 144 0 526 400
5387 3 99 535 584
5388 96 41 682 485
7327 6 153 163 297
9096 97 57 405 300
10624 93 25 411 343
13318 18 166 150 300
13327 51 30 225 171
13746 460 24 542 83
13983 173 46 246 109
14439 66 170 396 491
15650 367 55 508 177
