img x1 y1 x2 y2
33 242 210 421 286
5989 4 8 167 116
5990 41 42 151 110
5991 15 15 172 155
5992 59 110 203 217
5993 30 48 243 198
5994 62 96 578 406
5995 139 194 638 497
5996 52 47 474 235
5997 71 55 166 151
5998 52 71 255 214
5999 34 31 263 172
6000 20 121 350 410
6001 30 65 376 366
6002 50 187 205 299
6003 64 52 212 183
6004 30 0 500 370
6005 51 31 240 141
6006 33 71 388 258
6007 93 74 366 239
6008 0 0 480 320
6009 31 39 247 177
6010 68 44 237 166
6011 0 7 99 63
6012 53 0 225 124
6013 65 0 250 182
6014 75 65 352 198
6015 153 80 496 388
6016 33 70 139 136
6017 74 27 213 144
6018 16 34 160 150
6019 0 140 500 425
6020 40 88 216 207
6021 86 46 217 163
6022 99 78 502 352
6023 69 27 228 130
6024 9 27 147 123
6025 17 34 235 175
6026 21 40 519 340
6027 0 0 250 205
6028 63 35 587 431
6029 91 195 590 500
6030 128 109 579 358
6031 31 115 271 264
6032 0 19 123 134
6033 57 81 590 430
6034 5 33 250 177
6035 8 0 216 160
6036 0 0 300 177
6037 43 59 221 162
6038 47 68 219 172
6039 87 37 600 420
6040 10 12 252 184
6041 42 33 275 193
6042 197 0 640 480
6043 0 44 520 350
6044 6 27 121 120
6045 39 111 264 225
6046 25 55 181 125
6047 14 20 188 137
6048 36 16 154 126
6049 12 10 222 151
6050 24 29 152 128
6051 84 84 216 183
6052 208 128 348 246
6053 52 65 191 152
6054 12 102 300 270
6055 45 48 192 129
6056 54 87 222 220
6057 82 121 282 268
6058 10 53 153 129
6059 56 58 185 147
6060 14 65 356 287
6061 0 0 188 150
6062 105 31 285 182
6063 30 51 217 146
6064 22 44 150 127
6065 70 29 133 98
6066 37 34 91 101
6067 11 36 75 106
6068 156 143 350 278
6069 0 117 640 480
6070 2 9 94 67
6071 31 26 181 126
6072 72 33 186 117
6073 0 26 223 151
6074 64 44 156 126
6075 111 55 250 149
6076 32 31 131 135
6077 0 0 200 136
6078 136 54 276 154
6079 57 0 544 450
6080 3 19 213 162
6081 21 100 298 276
6082 40 76 299 221
6083 0 13 171 118
6084 23 16 196 147
6085 18 46 234 151
6086 0 69 447 280
6087 25 0 215 139
6088 117 82 394 216
7293 110 280 430 440
9137 138 163 453 292
9141 138 217 297 322
9197 67 163 280 294
9205 72 132 315 300
9206 141 60 346 295
9212 51 75 330 432
10668 163 167 440 287
10743 60 184 240 388
13704 304 19 482 147
13781 300 96 560 276
13790 341 93 493 252
13792 332 120 444 258
14015 268 60 468 208
14071 288 100 521 266
14093 226 120 431 236
14104 306 158 484 292
14235 142 30 212 73
14289 443 268 618 476
14289 605 278 706 444
14348 278 223 465 380
14868 340 6 640 250
15168 300 240 446 315
15188 297 119 462 263
15189 411 172 534 274
15363 48 51 206 166
15402 218 166 456 336
15506 191 321 275 423
15763 228 180 442 294
15891 41 125 236 330
15946 76 3 297 162
16008 352 186 527 319
16164 141 254 298 389
16590 205 115 426 283
16641 321 173 578 381
