img x1 y1 x2 y2
1498 115 36 375 246
1499 16 81 449 414
1500 25 12 471 360
1501 55 89 531 292
1502 380 44 640 480
1503 59 16 389 241
1504 75 45 487 331
1505 135 152 386 368
1506 37 50 633 336
1507 0 0 640 460
1508 143 0 682 577
1509 0 183 300 423
1510 94 36 354 263
1511 210 42 300 136
1512 206 10 440 298
1513 73 33 266 168
1514 0 0 327 258
1515 57 155 350 346
1515 0 60 177 211
1515 301 115 480 367
1516 276 49 554 521
1517 0 20 518 466
1518 53 29 592 408
1519 64 44 536 480
1521 100 203 365 375
1522 0 0 410 375
1523 275 227 800 600
1524 57 55 246 341
1524 238 106 405 352
1524 160 20 350 150
1525 166 13 342 157
1526 211 90 438 375
1527 55 120 570 600
1528 23 25 647 461
1529 139 7 316 268
1530 0 0 420 303
1531 8 15 491 368
1532 200 190 368 340
1533 159 80 301 143
1534 0 124 350 425
1535 0 185 280 420
1536 299 10 420 228
1537 77 244 488 435
1538 0 0 640 480
1539 9 3 320 250
1540 0 36 614 395
1541 0 32 480 548
1542 0 0 460 345
1543 0 117 800 463
1544 0 0 380 285
1545 0 0 400 300
1546 0 0 334 323
1547 21 13 434 236
1548 50 221 558 476
1548 356 48 633 364
1548 0 36 368 268
1549 91 157 284 260
1550 0 26 640 480
1551 0 0 480 360
1552 0 219 513 600
1553 16 48 240 292
1554 62 12 360 281
1555 0 27 283 378
1556 0 166 399 533
1557 44 128 584 376
1558 0 0 350 263
1559 43 122 201 253
1560 65 30 462 443
1561 0 0 500 375
1562 0 120 402 558
1563 0 0 640 480
1564 0 60 345 346
1565 18 23 462 356
1566 0 0 205 160
1567 36 0 465 264
1568 110 0 800 600
1569 0 34 220 158
1570 0 0 400 300
1571 33 3 262 220
1572 55 61 450 340
1573 185 85 500 375
1574 0 46 280 230
1575 36 57 195 136
1576 0 117 390 452
1577 37 113 800 471
1578 0 0 283 212
1579 0 0 350 215
1580 0 0 350 232
1581 0 0 300 199
1582 0 0 735 569
1583 0 0 300 199
1584 12 60 288 201
1585 0 0 300 199
1586 28 0 350 263
1587 0 0 300 205
1588 0 0 500 246
1589 0 0 640 480
1590 0 0 450 338
1591 0 0 800 600
9038 27 66 457 262
9039 27 66 457 262
9063 39 42 451 328
9064 4 76 468 273
9307 9 90 456 270
9309 0 90 480 301
9310 0 93 466 271
9323 9 109 424 256
9324 15 90 430 262
9333 6 69 480 282
9334 16 69 438 289
11001 7 67 453 270
11002 45 60 447 322
11003 30 84 463 268
11016 9 112 438 282
11032 15 96 459 304
11034 18 84 451 270
11073 33 105 414 264
11075 33 75 412 273
11085 0 54 459 294
11086 27 76 439 274
11376 84 37 417 252
11451 39 63 270 288
11510 6 30 451 352
11526 4 49 447 261
11551 27 6 466 360
11560 3 94 480 243
11619 39 67 444 243
13546 325 196 783 586
13580 33 41 295 283
13592 270 55 431 214
13592 128 9 287 141
13592 48 89 203 232
13592 169 161 351 339
13593 10 33 399 287
13594 0 129 308 406
13595 270 68 376 300
13595 147 119 300 297
13596 63 84 308 306
13597 0 51 385 333
13598 24 118 370 319
13599 22 0 319 430
13600 40 217 279 420
13600 12 49 204 208
13600 187 127 360 264
13600 222 36 360 151
13727 62 52 454 380
14011 21 83 243 518
14034 338 76 676 285
14034 33 48 315 363
14037 68 50 466 248
14037 20 283 356 575
14040 8 296 305 528
14040 516 376 745 593
14045 545 200 783 430
14045 306 193 548 436
14053 308 358 800 558
14091 313 45 731 388
14091 445 383 680 600
14091 88 223 386 486
14099 0 152 454 368
14307 0 242 203 535
14325 298 0 490 312
14537 211 78 786 565
14597 201 71 310 176
15349 343 85 600 240
16027 163 0 371 247
16027 247 201 367 343
16030 110 25 312 206
16030 313 12 544 225
16030 89 318 597 436
