img x1 y1 x2 y2
1892 0 0 640 515
1893 0 0 475 356
1894 5 9 450 335
1895 24 4 610 480
1896 0 0 420 315
1897 81 51 526 455
1898 60 34 600 428
1899 0 21 360 360
1900 60 0 592 350
1901 56 4 588 480
1902 102 0 752 441
1903 0 67 564 423
1904 125 0 500 374
1905 0 0 480 321
1906 24 0 288 225
1907 0 0 500 375
1908 20 0 500 375
1909 0 42 800 600
1910 73 67 412 320
1911 138 92 631 540
1912 143 156 631 574
1913 160 72 631 555
1914 89 17 382 262
1915 67 23 366 306
1916 80 56 552 436
1917 51 15 340 283
1918 82 8 568 480
1919 0 32 320 278
1920 58 20 343 271
1921 44 24 448 336
1922 20 122 428 504
1923 272 22 640 449
1924 134 28 602 454
1925 0 0 620 480
1926 74 24 389 269
1927 52 20 578 461
1928 124 20 609 454
1929 195 37 477 237
1930 28 10 391 300
1931 224 0 636 372
1932 77 16 536 452
1933 0 6 480 360
1934 134 88 662 534
1935 121 54 546 448
1936 32 30 538 399
1937 20 42 390 396
1938 110 37 411 309
1939 44 28 604 466
1940 42 37 640 480
1941 88 20 687 546
1942 5 68 520 480
1943 37 10 610 480
1944 107 68 728 620
1945 8 0 640 476
1946 38 18 408 284
1947 35 0 439 332
1948 138 81 480 360
1949 36 25 380 300
1950 115 49 405 283
1951 82 88 564 493
1952 75 60 744 569
1953 0 0 640 480
1954 0 0 800 600
1955 233 100 638 412
1956 152 82 572 474
1957 42 53 389 310
1958 42 45 354 273
1959 0 0 640 480
1960 109 23 737 600
1961 0 0 640 480
1962 136 44 484 360
1963 63 47 367 295
1964 25 64 462 448
1965 106 0 788 600
1966 92 16 572 448
1967 0 82 190 263
1968 38 20 284 210
1969 142 18 491 299
1970 0 84 396 480
1971 0 57 448 396
1972 36 10 640 407
1973 271 12 457 174
1974 42 27 453 339
1975 252 73 604 414
1976 148 0 418 225
1977 106 91 441 380
1978 0 0 640 480
1979 0 0 500 375
1980 0 0 500 375
1981 74 37 338 282
1982 0 7 600 450
1983 24 0 612 492
1984 0 52 362 276
1985 0 0 640 480
1986 22 107 187 276
1987 58 0 800 533
1988 7 182 391 502
1989 41 11 367 270
1990 110 64 516 396
1991 0 117 333 408
3476 363 143 800 596
9364 49 40 417 321
11199 40 6 429 325
11257 19 1 459 360
11419 19 4 475 360
11615 255 39 405 180
11616 258 27 402 159
13742 0 66 320 386
13749 40 16 224 106
13769 344 106 616 348
13791 425 101 686 227
13987 0 36 464 576
14004 30 36 588 462
14008 231 72 320 174
14008 112 36 212 187
14008 0 74 99 187
14039 543 315 778 540
14090 145 113 615 503
14470 385 49 637 318
14476 72 320 600 800
14581 91 15 743 581
14653 0 0 624 474
14671 448 41 710 230
14752 343 161 718 510
14880 0 48 368 444
15053 3 25 555 445
15070 82 41 552 359
15131 156 6 723 598
15433 107 68 445 405
15442 392 56 616 238
15529 88 30 521 426
15604 206 7 360 160
15611 42 1 550 445
15619 285 12 575 273
15645 296 121 588 367
15699 58 11 522 445
15702 278 32 586 370
15720 0 98 308 387
15725 92 21 520 405
15728 43 8 516 442
15757 37 57 335 307
15772 0 46 336 440
15773 0 22 307 320
15784 10 60 626 470
15819 67 0 535 431
15911 16 111 298 332
15921 2 236 98 337
15952 345 88 600 329
15967 48 108 332 403
16018 36 39 365 334
16154 11 28 352 333
16250 332 88 592 315
16631 340 86 595 322
16699 1 86 306 380
