img x1 y1 x2 y2
373 1 0 182 155
4989 0 27 384 307
4990 0 9 300 294
4991 0 0 707 586
4992 0 23 800 572
4993 0 44 240 234
4994 0 0 640 480
4995 0 0 720 478
4996 0 12 330 245
4997 0 8 640 461
4998 0 0 611 500
4999 0 0 800 554
5000 0 0 400 300
5001 0 28 288 299
5002 96 0 460 331
5003 0 0 340 300
5004 48 36 548 441
5005 0 0 400 300
5006 0 38 420 315
5007 49 0 450 338
5008 72 63 334 258
5009 0 0 308 252
5010 0 0 640 480
5011 30 0 400 276
5012 0 27 351 291
5013 177 157 612 480
5014 0 50 306 287
5015 118 0 640 294
5016 33 35 385 300
5017 52 40 573 480
5018 0 9 600 363
5019 0 0 384 288
5020 0 1 413 395
5021 0 29 274 224
5022 0 0 320 240
5023 0 31 300 232
5024 33 33 427 300
5025 0 18 350 262
5026 0 0 368 276
5027 0 0 640 480
5028 32 30 380 285
5029 0 0 480 629
5030 96 0 768 576
5031 98 0 595 478
5032 171 0 450 263
5033 0 29 280 246
5034 0 0 691 518
5035 0 0 435 326
5036 0 0 585 426
5037 0 0 700 464
5038 0 48 640 388
5039 15 2 383 300
5040 80 61 400 300
5041 0 0 320 240
5042 19 0 416 299
5043 0 45 448 298
5044 180 112 640 480
5045 0 0 288 240
5046 143 26 517 269
5047 0 38 240 320
5048 13 3 377 240
5049 0 49 350 325
5050 0 0 300 245
5051 0 0 320 240
5052 68 56 500 332
5053 0 0 400 300
5054 0 70 640 480
5055 70 0 508 337
5056 96 55 499 303
5057 0 45 480 360
5058 2 24 304 240
5059 13 0 640 480
5060 0 40 226 222
5061 0 0 500 370
5062 0 0 400 300
5063 0 0 350 262
5064 0 0 340 247
5065 42 0 416 315
5066 0 0 600 450
5067 0 34 248 213
5068 0 0 500 375
5069 0 0 315 300
5070 0 0 300 376
5071 0 19 352 249
5072 35 30 508 420
5073 0 0 300 183
5074 0 173 349 441
5075 126 0 488 177
5076 74 111 640 390
5077 14 0 184 152
5078 41 29 705 480
5079 42 15 482 316
5080 35 16 476 345
5081 68 64 640 480
5082 0 14 485 333
5083 15 68 456 375
5084 35 45 447 331
5085 28 15 386 285
5086 81 55 420 335
5087 0 78 247 283
5088 43 94 721 600
9239 12 39 238 435
9369 36 7 459 349
9370 63 10 418 333
9371 0 0 471 321
9372 0 15 420 360
9373 3 0 480 360
9374 31 24 412 349
9375 0 60 360 472
9376 84 42 429 346
9377 0 0 288 444
9378 0 0 360 480
11206 0 0 343 459
11207 0 0 288 450
11209 76 39 435 334
11211 0 74 360 448
11213 34 1 415 348
11214 21 0 466 360
11215 9 12 399 360
11216 0 0 448 315
11218 37 0 450 342
11219 61 9 420 333
