img x1 y1 x2 y2
3193 74 74 584 458
3194 240 85 640 480
3195 250 3 438 136
3196 7 50 389 331
3197 76 0 800 538
3198 4 0 320 194
3199 0 84 640 377
3200 36 24 282 234
3201 0 0 384 288
3202 128 34 414 288
3203 0 97 332 370
3204 0 31 370 251
3205 57 7 337 249
3206 348 54 586 210
3207 109 162 308 300
3208 404 125 620 305
3209 160 40 604 432
3210 47 87 334 298
3211 0 192 186 394
3212 0 323 580 661
3213 79 21 480 348
3214 0 33 640 480
3215 0 18 240 310
3216 44 21 214 177
3217 23 0 482 375
3218 0 0 417 335
3219 12 0 500 374
3220 46 64 185 145
3221 76 42 544 369
3222 0 0 800 600
3223 0 0 450 337
3224 34 10 300 198
3225 0 28 420 315
3226 115 32 228 102
3227 34 125 347 395
3228 0 5 370 277
3229 180 104 584 457
3230 0 35 800 583
3231 0 0 320 240
3232 64 33 572 480
3233 61 44 328 201
3234 0 130 200 320
3235 161 79 760 528
3236 190 330 557 769
3237 0 0 381 300
3238 18 0 480 360
3239 244 144 480 360
3240 471 200 661 386
3241 64 62 272 200
3242 193 83 691 489
3243 0 181 350 523
3244 6 0 320 266
3245 54 28 604 380
3246 20 148 537 370
3247 0 0 400 300
3248 34 77 456 414
3249 0 0 640 480
3250 0 0 615 461
3251 108 30 564 458
3252 86 64 392 325
3253 0 14 320 198
3254 170 23 800 600
3255 141 147 641 414
3256 74 20 554 261
3257 0 0 338 174
3258 360 61 640 384
3259 281 41 640 480
3260 95 54 450 337
3261 44 71 317 245
3262 4 99 331 303
3263 1 0 478 356
3264 1 1 323 235
3265 231 68 423 317
3266 32 17 570 452
3267 86 67 355 281
3268 0 0 420 330
3269 0 0 300 240
3270 67 48 671 397
3271 186 108 631 501
3272 60 22 359 266
3273 64 0 640 457
3274 0 0 320 238
3275 52 30 436 243
3276 0 0 366 278
3277 265 30 522 220
3278 29 0 397 317
3279 309 39 458 162
3280 81 34 570 478
3281 78 66 405 330
3282 68 0 450 337
3283 0 25 400 265
3284 102 14 340 228
3285 374 308 768 692
3286 0 58 432 538
3287 0 42 336 401
3288 0 28 460 345
3289 57 36 313 225
3290 84 71 400 295
3291 36 96 628 417
3292 35 32 405 311
13276 324 44 524 200
13739 18 14 264 234
