img x1 y1 x2 y2
27 0 10 351 340
1992 250 51 460 258
1993 65 28 420 337
1994 67 58 435 360
1995 428 271 789 595
1996 168 78 625 471
1997 66 50 442 330
1998 242 21 479 194
1999 18 95 504 481
2000 154 63 659 478
2001 96 130 577 428
2002 108 28 548 448
2003 228 13 636 329
2004 7 21 407 325
2005 27 1 448 308
2006 67 103 748 579
2007 5 24 362 273
2008 92 36 569 448
2009 19 27 447 358
2010 48 1 465 367
2011 148 60 526 412
2012 28 38 604 468
2013 0 37 418 346
2014 40 25 392 322
2015 150 49 515 515
2016 37 9 427 380
2017 59 39 485 423
2018 16 96 426 400
2019 0 21 296 378
2020 72 58 308 278
2021 60 16 618 442
2022 20 0 628 480
2023 36 53 640 468
2024 1 22 480 600
2025 1 62 480 621
2026 2 76 628 413
2027 37 16 364 325
2028 62 0 468 375
2029 218 128 548 460
2030 44 42 272 222
2031 188 49 480 369
2032 108 0 510 473
2033 66 9 378 299
2034 63 24 338 278
2035 0 0 500 375
2036 324 81 620 338
2037 32 32 570 464
2038 12 28 322 311
2039 62 92 574 444
2040 265 130 601 334
2041 60 54 577 461
2042 83 71 726 550
2043 64 108 556 460
2044 0 48 586 383
2045 472 197 725 478
2046 93 0 463 411
2047 142 38 658 476
2048 211 0 714 450
2049 212 0 585 358
2050 26 51 485 348
2051 136 48 585 450
2052 0 93 379 343
2053 91 63 716 550
2054 66 24 460 290
2055 43 46 455 289
2056 137 62 493 400
2057 96 87 421 265
2058 3 20 420 317
2059 0 14 342 330
2060 305 41 770 428
2061 75 0 358 312
2062 80 45 355 263
2063 77 0 744 556
2064 50 44 382 275
2065 28 33 370 298
2066 250 99 557 327
2067 73 0 574 446
2068 105 89 542 408
2069 0 133 419 506
2070 181 0 409 252
2071 78 21 399 294
2072 202 107 398 283
2073 122 84 542 458
2074 369 88 621 348
2075 260 127 718 399
2076 141 45 677 585
2077 40 18 270 206
2078 78 0 542 476
2079 35 24 465 309
2080 0 28 463 333
2081 31 56 445 350
2082 93 145 313 351
2083 10 25 290 226
2084 54 189 441 433
2085 109 0 306 155
2086 12 76 726 497
2087 36 0 609 480
2088 15 0 642 512
2089 130 41 634 530
2090 7 0 391 293
2091 67 106 382 305
13673 348 44 544 254
14807 30 0 658 450
15194 129 18 478 353
15608 0 0 477 451
15701 141 30 548 423
