img x1 y1 x2 y2
4692 0 29 450 446
4693 165 106 607 465
4694 87 56 326 264
4695 0 23 700 465
4696 18 160 760 588
4697 0 13 400 352
4698 74 8 620 392
4699 117 40 510 363
4700 0 0 569 427
4701 151 28 700 457
4702 0 0 640 480
4703 0 0 450 429
4704 286 100 565 329
4705 0 0 580 435
4706 0 0 611 475
4707 0 45 640 448
4708 0 0 480 375
4709 0 51 500 355
4710 0 81 500 355
4711 0 38 500 375
4712 0 47 500 466
4713 8 87 195 308
4714 71 0 421 357
4715 160 45 325 225
4716 46 50 500 367
4717 20 25 456 355
4718 0 0 500 333
4719 0 0 500 375
4720 0 0 500 375
4721 0 0 500 375
4722 0 0 471 375
4723 0 32 500 480
4724 0 0 375 500
4725 0 0 500 500
4726 0 40 335 255
4727 35 0 500 336
4728 21 11 475 345
4729 13 66 453 401
4730 61 0 468 383
4731 15 37 500 500
4732 26 36 500 375
4733 0 98 407 307
4734 42 50 460 440
4735 19 55 432 343
4736 0 26 500 355
4737 0 80 480 479
4738 81 146 704 453
4739 260 109 640 512
4740 254 170 614 386
4741 269 394 564 594
4742 0 0 800 600
4743 246 42 612 286
4744 38 0 800 560
4745 0 271 383 564
4746 396 45 700 393
4747 26 112 800 521
4748 220 28 527 288
4749 0 80 800 468
4750 0 377 605 600
4751 0 47 326 360
4752 0 101 666 533
4753 156 71 666 521
4754 30 0 750 461
4755 158 22 658 550
4756 0 100 640 480
4757 13 0 626 435
4758 122 103 719 543
4759 0 0 800 530
4760 56 46 764 533
4761 0 0 650 435
4762 144 102 750 579
4763 15 94 631 513
4764 154 28 439 301
4765 381 18 725 256
4766 18 16 792 734
4767 47 78 693 522
4768 164 92 687 542
4769 0 0 800 533
4770 148 101 745 556
4771 126 33 594 535
4772 162 123 631 553
4773 162 0 631 466
4774 339 1 538 189
4775 97 164 485 418
4776 0 0 800 600
4777 0 0 719 596
4778 0 182 535 594
4779 0 28 800 527
4780 168 112 706 566
4781 184 74 672 600
4782 0 63 500 342
4783 232 59 315 144
4784 26 18 485 370
4785 0 0 500 375
4786 106 0 573 480
4787 64 25 380 283
4788 0 0 360 507
4789 0 35 480 466
4790 0 0 640 480
4791 27 0 799 600
9076 36 67 360 429
9077 70 127 285 295
9097 84 154 402 310
9122 69 99 303 421
9195 69 67 465 342
13671 464 264 628 438
13687 228 75 571 373
13883 60 103 476 298
14009 25 29 290 257
14044 265 143 535 326
14044 551 101 785 300
14350 355 38 643 211
14400 33 12 333 310
14411 206 230 718 426
14559 1 3 786 600
14639 18 84 420 402
14683 18 6 656 403
14701 0 72 179 281
14737 15 118 790 600
14871 16 40 230 260
14882 328 24 448 132
15653 448 171 598 350
15779 16 61 600 446
15921 223 295 338 360
15982 45 37 441 627
