img x1 y1 x2 y2
4792 0 177 360 270
4793 0 26 448 182
4794 0 28 400 227
4795 0 31 280 152
4796 0 24 552 161
4797 0 100 800 309
4798 0 0 182 150
4799 0 39 120 114
4800 0 241 640 348
4801 0 38 240 304
4802 0 50 280 157
4803 0 116 426 177
4804 110 80 246 154
4805 168 135 576 306
4806 22 86 297 189
4807 48 73 322 156
4808 0 43 259 148
4809 0 0 468 360
4810 11 101 400 190
4811 5 98 640 448
4812 0 22 134 71
4813 0 32 320 218
4814 0 24 120 72
4815 95 11 336 252
4816 16 87 238 126
4817 38 26 278 158
4818 196 25 400 177
4819 0 65 636 428
4820 0 82 280 154
4821 0 34 150 92
4822 0 136 180 199
4823 10 64 330 282
4824 0 0 111 97
4825 0 33 150 99
4826 98 34 320 86
4827 106 58 432 139
4828 15 85 178 155
4829 0 72 300 159
4830 30 0 371 246
4831 0 40 289 115
4832 0 37 250 146
4833 0 90 448 193
4834 17 150 420 290
4835 0 55 309 152
4836 0 48 320 118
4837 0 30 301 110
4838 14 26 320 198
4839 0 21 220 131
4840 0 51 223 129
4841 4 12 103 84
4842 47 113 374 201
4843 4 3 160 135
4844 12 11 181 115
4845 9 70 284 240
4846 0 213 640 369
4847 6 84 320 140
4848 10 26 320 198
4849 10 56 279 177
4850 5 18 100 74
4851 9 52 196 120
4852 2 119 304 253
4853 108 40 384 110
4854 21 46 346 257
4855 0 108 320 196
4856 0 0 320 242
4857 0 66 405 130
4858 9 212 640 333
4859 48 180 612 397
4860 0 54 260 131
4861 60 15 350 250
4862 0 99 370 177
4863 73 226 580 480
4864 93 70 564 402
4865 0 152 420 294
4866 60 135 289 268
4867 33 61 658 432
4868 0 48 257 140
4869 0 11 123 126
4870 6 101 467 264
4871 169 161 522 304
4872 0 141 492 231
4873 0 132 320 202
4874 0 228 450 371
4875 8 48 246 122
4876 0 56 400 219
4877 138 86 276 180
4878 7 8 224 110
4879 217 66 640 176
4880 0 39 203 145
4881 12 0 480 360
4882 0 86 617 216
4883 18 91 304 137
4884 0 16 320 226
4885 0 88 450 181
4886 0 6 320 214
4887 153 110 500 265
4888 0 154 345 300
4889 0 144 640 292
4890 2 62 399 209
4891 0 14 300 201
4892 12 0 225 103
4893 10 173 247 322
4894 230 49 574 186
4895 18 67 220 111
4896 100 188 663 398
4897 189 150 400 280
4898 0 0 320 120
4899 61 43 315 197
4900 0 77 480 234
4901 24 45 441 198
4902 76 60 180 118
4903 8 58 320 200
4904 10 116 640 298
4905 4 162 240 302
4906 30 88 480 301
4907 0 36 500 296
4908 1 73 177 148
4909 0 36 320 216
4910 0 72 320 126
4911 0 120 800 539
4912 169 44 640 152
4913 39 104 197 147
4914 64 22 672 466
4915 0 163 363 264
4916 20 84 640 240
4917 32 1 475 293
4918 0 58 350 259
4919 0 0 314 206
4920 3 14 160 89
4921 0 0 300 198
4922 19 52 187 84
4923 3 46 160 74
4924 0 106 180 240
4925 7 6 160 318
4926 7 60 280 171
4927 0 163 180 271
4928 7 183 468 360
4929 0 88 320 156
4930 168 196 640 464
4931 0 220 456 480
4932 0 145 411 255
4933 108 171 365 263
4934 96 48 234 179
4935 3 51 179 149
4936 1 106 314 213
4938 20 98 259 194
4939 4 40 276 120
4940 0 43 300 195
4941 22 2 222 138
4941 92 8 280 168
4948 59 0 350 142
4948 17 105 307 263
4953 188 71 510 237
4955 33 65 168 167
4956 32 88 450 351
4957 0 0 384 288
4958 158 0 489 181
4960 0 0 200 150
4961 155 323 635 414
4962 0 252 500 600
4965 0 3 400 260
4971 50 11 342 145
4972 130 108 320 234
4973 32 8 528 196
4975 11 147 589 311
4976 35 175 376 286
4977 8 111 257 214
4978 7 33 600 373
4981 3 70 320 240
4983 0 48 626 342
4985 28 153 438 258
4988 108 218 602 454
11577 129 85 448 312
12130 14 107 448 338
13757 12 4 528 204
13857 128 0 282 80
13888 7 5 251 88
13947 293 130 800 400
13988 126 226 646 400
14005 8 173 638 322
14519 76 0 691 233
16251 58 13 590 438
16266 206 135 583 391
